Index,馬名,生年月日,調教師,馬主,生産者,産地,セリ取引価格,父,母,母父,POG期間賞金_半期,POG期間賞金_通年
2012107727,,,,,,,,,,,,
2012107728,,,,,,,,,,,,
2012107729,,,,,,,,,,,,
2012107730,,,,,,,,,,,,
2012107731,,,,,,,,,,,,
2012107732,,,,,,,,,,,,
2012107733,,,,,,,,,,,,
2012107734,,,,,,,,,,,,
2012107735,,,,,,,,,,,,
2012107736,,,,,,,,,,,,
2012107737,,,,,,,,,,,,
2012107738,,,,,,,,,,,,
2012107739,,,,,,,,,,,,
2012107740,,,,,,,,,,,,
2012107741,,,,,,,,,,,,
2012107742,,,,,,,,,,,,
2012107743,,,,,,,,,,,,
2012107744,,,,,,,,,,,,
2012107745,,,,,,,,,,,,
2012107746,,,,,,,,,,,,
2012107747,,,,,,,,,,,,
2012107748,,,,,,,,,,,,
2012107749,,,,,,,,,,,,
2012107750,,,,,,,,,,,,
2012107751,,,,,,,,,,,,
2012107752,,,,,,,,,,,,
2012107753,,,,,,,,,,,,
2012107754,,,,,,,,,,,,
2012107755,,,,,,,,,,,,
2012107756,,,,,,,,,,,,
2012107757,,,,,,,,,,,,
2012107758,,,,,,,,,,,,
2012107759,,,,,,,,,,,,
2012107760,,,,,,,,,,,,
2012107761,,,,,,,,,,,,
2012107762,,,,,,,,,,,,
2012107763,,,,,,,,,,,,
2012107764,,,,,,,,,,,,
2012107765,,,,,,,,,,,,
2012107766,,,,,,,,,,,,
2012107767,,,,,,,,,,,,
2012107768,,,,,,,,,,,,
2012107769,,,,,,,,,,,,
2012107770,,,,,,,,,,,,
2012107771,,,,,,,,,,,,
2012107772,,,,,,,,,,,,
2012107773,,,,,,,,,,,,
2012107774,,,,,,,,,,,,
2012107775,,,,,,,,,,,,
2012107776,,,,,,,,,,,,
2012107777,,,,,,,,,,,,
2012107778,,,,,,,,,,,,
2012107779,,,,,,,,,,,,
2012107780,,,,,,,,,,,,
2012107781,,,,,,,,,,,,
2012107782,,,,,,,,,,,,
2012107783,,,,,,,,,,,,
2012107784,,,,,,,,,,,,
2012107785,,,,,,,,,,,,
2012107786,,,,,,,,,,,,
2012107787,,,,,,,,,,,,
2012107788,,,,,,,,,,,,
2012107789,,,,,,,,,,,,
2012107790,,,,,,,,,,,,
2012107791,,,,,,,,,,,,
2012107792,,,,,,,,,,,,
2012107793,,,,,,,,,,,,
2012107794,,,,,,,,,,,,
2012107795,,,,,,,,,,,,
2012107796,,,,,,,,,,,,
2012107797,,,,,,,,,,,,
2012107798,,,,,,,,,,,,
2012107799,,,,,,,,,,,,
2012107800,,,,,,,,,,,,
2012107801,,,,,,,,,,,,
2012107802,,,,,,,,,,,,
2012107803,,,,,,,,,,,,
2012107804,,,,,,,,,,,,
2012107805,,,,,,,,,,,,
2012107806,,,,,,,,,,,,
2012107807,,,,,,,,,,,,
2012107808,,,,,,,,,,,,
2012107809,,,,,,,,,,,,
2012107810,,,,,,,,,,,,
2012107811,,,,,,,,,,,,
2012107812,,,,,,,,,,,,
2012107813,,,,,,,,,,,,
2012107814,,,,,,,,,,,,
2012107815,,,,,,,,,,,,
2012107816,,,,,,,,,,,,
2012107817,,,,,,,,,,,,
2012107818,,,,,,,,,,,,
2012107819,,,,,,,,,,,,
2012107820,,,,,,,,,,,,
2012107821,,,,,,,,,,,,
2012107822,,,,,,,,,,,,
2012107823,,,,,,,,,,,,
2012107824,,,,,,,,,,,,
2012107825,,,,,,,,,,,,
2012107826,,,,,,,,,,,,
2012107827,,,,,,,,,,,,
2012107828,,,,,,,,,,,,
2012107829,,,,,,,,,,,,
2012107830,,,,,,,,,,,,
2012107831,,,,,,,,,,,,
2012107832,,,,,,,,,,,,
2012107833,,,,,,,,,,,,
2012107834,,,,,,,,,,,,
2012107835,,,,,,,,,,,,
2012107836,,,,,,,,,,,,
2012107837,,,,,,,,,,,,
2012107838,,,,,,,,,,,,
2012107839,,,,,,,,,,,,
2012107840,,,,,,,,,,,,
2012107841,,,,,,,,,,,,
2012107842,,,,,,,,,,,,
2012107843,,,,,,,,,,,,
2012107844,,,,,,,,,,,,
2012107845,,,,,,,,,,,,
2012107846,,,,,,,,,,,,
2012107847,,,,,,,,,,,,
2012107848,,,,,,,,,,,,
2012107849,,,,,,,,,,,,
2012107850,,,,,,,,,,,,
2012107851,,,,,,,,,,,,
2012107852,,,,,,,,,,,,
2012107853,,,,,,,,,,,,
2012107854,,,,,,,,,,,,
2012107855,,,,,,,,,,,,
2012107856,,,,,,,,,,,,
2012107857,,,,,,,,,,,,
2012107858,,,,,,,,,,,,
2012107859,,,,,,,,,,,,
2012107860,,,,,,,,,,,,
2012107861,,,,,,,,,,,,
2012107862,,,,,,,,,,,,
2012107863,,,,,,,,,,,,
2012107864,,,,,,,,,,,,
2012107865,,,,,,,,,,,,
2012107866,,,,,,,,,,,,
2012107867,,,,,,,,,,,,
2012107868,,,,,,,,,,,,
2012107869,,,,,,,,,,,,
2012107870,,,,,,,,,,,,
2012107871,,,,,,,,,,,,
2012107872,,,,,,,,,,,,
2012107873,,,,,,,,,,,,
2012107874,,,,,,,,,,,,
2012107875,,,,,,,,,,,,
2012107876,,,,,,,,,,,,
2012107877,,,,,,,,,,,,
2012107878,,,,,,,,,,,,
2012107879,,,,,,,,,,,,
2012107880,,,,,,,,,,,,
2012107881,,,,,,,,,,,,
2012107882,,,,,,,,,,,,
2012107883,,,,,,,,,,,,
2012107884,,,,,,,,,,,,
2012107885,,,,,,,,,,,,
2012107886,,,,,,,,,,,,
2012107887,,,,,,,,,,,,
2012107888,,,,,,,,,,,,
2012107889,,,,,,,,,,,,
2012107890,,,,,,,,,,,,
2012107891,,,,,,,,,,,,
2012107892,,,,,,,,,,,,
2012107893,,,,,,,,,,,,
2012107894,,,,,,,,,,,,
2012107895,,,,,,,,,,,,
2012107896,,,,,,,,,,,,
2012107897,,,,,,,,,,,,
2012107898,,,,,,,,,,,,
2012107899,,,,,,,,,,,,
2012107900,,,,,,,,,,,,
2012107901,,,,,,,,,,,,
2012107902,,,,,,,,,,,,
2012107903,,,,,,,,,,,,
2012107904,,,,,,,,,,,,
2012107905,,,,,,,,,,,,
2012107906,,,,,,,,,,,,
2012107907,,,,,,,,,,,,
2012107908,,,,,,,,,,,,
2012107909,,,,,,,,,,,,
2012107910,,,,,,,,,,,,
2012107911,,,,,,,,,,,,
2012107912,,,,,,,,,,,,
2012107913,,,,,,,,,,,,
2012107914,,,,,,,,,,,,
2012107915,,,,,,,,,,,,
2012107916,,,,,,,,,,,,
2012107917,,,,,,,,,,,,
2012107918,,,,,,,,,,,,
2012107919,,,,,,,,,,,,
2012107920,,,,,,,,,,,,
2012107921,,,,,,,,,,,,
2012107922,,,,,,,,,,,,
2012107923,,,,,,,,,,,,
2012107924,,,,,,,,,,,,
2012107925,,,,,,,,,,,,
2012107926,,,,,,,,,,,,
2012107927,,,,,,,,,,,,
2012107928,,,,,,,,,,,,
2012107929,,,,,,,,,,,,
2012107930,,,,,,,,,,,,
2012107931,,,,,,,,,,,,
2012107932,,,,,,,,,,,,
2012107933,,,,,,,,,,,,
2012107934,,,,,,,,,,,,
2012107935,,,,,,,,,,,,
2012107936,,,,,,,,,,,,
2012107937,,,,,,,,,,,,
2012107938,,,,,,,,,,,,
2012107939,,,,,,,,,,,,
2012107940,,,,,,,,,,,,
2012107941,,,,,,,,,,,,
2012107942,,,,,,,,,,,,
2012107943,,,,,,,,,,,,
2012107944,,,,,,,,,,,,
2012107945,,,,,,,,,,,,
2012107946,,,,,,,,,,,,
2012107947,,,,,,,,,,,,
2012107948,,,,,,,,,,,,
2012107949,,,,,,,,,,,,
2012107950,,,,,,,,,,,,
2012107951,,,,,,,,,,,,
2012107952,,,,,,,,,,,,
2012107953,,,,,,,,,,,,
2012107954,,,,,,,,,,,,
2012107955,,,,,,,,,,,,
2012107956,,,,,,,,,,,,
2012107957,,,,,,,,,,,,
2012107958,,,,,,,,,,,,
2012107959,,,,,,,,,,,,
2012107960,,,,,,,,,,,,
2012107961,,,,,,,,,,,,
2012107962,,,,,,,,,,,,
2012107963,,,,,,,,,,,,
2012107964,,,,,,,,,,,,
2012107965,,,,,,,,,,,,
2012107966,,,,,,,,,,,,
2012107967,,,,,,,,,,,,
2012107968,,,,,,,,,,,,
2012107969,,,,,,,,,,,,
2012107970,,,,,,,,,,,,
2012107971,,,,,,,,,,,,
2012107972,,,,,,,,,,,,
2012107973,,,,,,,,,,,,
2012107974,,,,,,,,,,,,
2012107975,,,,,,,,,,,,
2012107976,,,,,,,,,,,,
2012107977,,,,,,,,,,,,
2012107978,,,,,,,,,,,,
2012107979,,,,,,,,,,,,
2012107980,,,,,,,,,,,,
2012107981,,,,,,,,,,,,
2012107982,,,,,,,,,,,,
2012107983,,,,,,,,,,,,
2012107984,,,,,,,,,,,,
2012107985,,,,,,,,,,,,
2012107986,,,,,,,,,,,,
2012107987,,,,,,,,,,,,
2012107988,,,,,,,,,,,,
2012107989,,,,,,,,,,,,
2012107990,,,,,,,,,,,,
2012107991,,,,,,,,,,,,
2012107992,,,,,,,,,,,,
2012107993,,,,,,,,,,,,
2012107994,,,,,,,,,,,,
2012107995,,,,,,,,,,,,
2012107996,,,,,,,,,,,,
2012107997,,,,,,,,,,,,
2012107998,,,,,,,,,,,,
2012107999,,,,,,,,,,,,
2012108000,,,,,,,,,,,,
2012108001,,,,,,,,,,,,
2012108002,,,,,,,,,,,,
2012108003,,,,,,,,,,,,
2012108004,,,,,,,,,,,,
2012108005,,,,,,,,,,,,
2012108006,,,,,,,,,,,,
2012108007,,,,,,,,,,,,
2012108008,,,,,,,,,,,,
2012108009,,,,,,,,,,,,
2012108010,,,,,,,,,,,,
2012108011,,,,,,,,,,,,
2012108012,,,,,,,,,,,,
2012108013,,,,,,,,,,,,
2012108014,,,,,,,,,,,,
2012108015,,,,,,,,,,,,
2012108016,,,,,,,,,,,,
2012108017,,,,,,,,,,,,
2012108018,,,,,,,,,,,,
2012108019,,,,,,,,,,,,
2012108020,,,,,,,,,,,,
2012108021,,,,,,,,,,,,
2012108022,,,,,,,,,,,,
2012108023,,,,,,,,,,,,
2012108024,,,,,,,,,,,,
2012108025,,,,,,,,,,,,
2012108026,,,,,,,,,,,,
2012108027,,,,,,,,,,,,
2012108028,,,,,,,,,,,,
2012108029,,,,,,,,,,,,
2012108030,,,,,,,,,,,,
2012108031,,,,,,,,,,,,
2012108032,,,,,,,,,,,,
2012108033,,,,,,,,,,,,
2012108034,,,,,,,,,,,,
2012108035,,,,,,,,,,,,
2012108036,,,,,,,,,,,,
2012108037,,,,,,,,,,,,
2012108038,,,,,,,,,,,,
2012108039,,,,,,,,,,,,
2012108040,,,,,,,,,,,,
2012108041,,,,,,,,,,,,
2012108042,,,,,,,,,,,,
2012108043,,,,,,,,,,,,
2012108044,,,,,,,,,,,,
2012108045,,,,,,,,,,,,
2012108046,,,,,,,,,,,,
2012108047,,,,,,,,,,,,
2012108048,,,,,,,,,,,,
2012108049,,,,,,,,,,,,
2012108050,,,,,,,,,,,,
2012108051,,,,,,,,,,,,
2012108052,,,,,,,,,,,,
2012108053,,,,,,,,,,,,
2012108054,,,,,,,,,,,,
2012108055,,,,,,,,,,,,
2012108056,,,,,,,,,,,,
2012108057,,,,,,,,,,,,
2012108058,,,,,,,,,,,,
2012108059,,,,,,,,,,,,
2012108060,,,,,,,,,,,,
2012108061,,,,,,,,,,,,
2012108062,,,,,,,,,,,,
2012108063,,,,,,,,,,,,
2012108064,,,,,,,,,,,,
2012108065,,,,,,,,,,,,
2012108066,,,,,,,,,,,,
2012108067,,,,,,,,,,,,
2012108068,,,,,,,,,,,,
2012108069,,,,,,,,,,,,
2012108070,,,,,,,,,,,,
2012108071,,,,,,,,,,,,
2012108072,,,,,,,,,,,,
2012108073,,,,,,,,,,,,
2012108074,,,,,,,,,,,,
2012108075,,,,,,,,,,,,
2012108076,,,,,,,,,,,,
2012108077,,,,,,,,,,,,
2012108078,,,,,,,,,,,,
2012108079,,,,,,,,,,,,
2012108080,,,,,,,,,,,,
2012108081,,,,,,,,,,,,
2012108082,,,,,,,,,,,,
2012108083,,,,,,,,,,,,
2012108084,,,,,,,,,,,,
2012108085,,,,,,,,,,,,
2012108086,,,,,,,,,,,,
2012108087,,,,,,,,,,,,
2012108088,,,,,,,,,,,,
2012108089,,,,,,,,,,,,
2012108090,,,,,,,,,,,,
2012108091,,,,,,,,,,,,
2012108092,,,,,,,,,,,,
2012108093,,,,,,,,,,,,
2012108094,,,,,,,,,,,,
2012108095,,,,,,,,,,,,
2012108096,,,,,,,,,,,,
2012108097,,,,,,,,,,,,
2012108098,,,,,,,,,,,,
2012108099,,,,,,,,,,,,
2012108100,,,,,,,,,,,,
2012108101,,,,,,,,,,,,
2012108102,,,,,,,,,,,,
2012108103,,,,,,,,,,,,
2012108104,,,,,,,,,,,,
2012108105,,,,,,,,,,,,
2012108106,,,,,,,,,,,,
2012108107,,,,,,,,,,,,
2012108108,,,,,,,,,,,,
2012108109,,,,,,,,,,,,
2012108110,,,,,,,,,,,,
2012108111,,,,,,,,,,,,
2012108112,,,,,,,,,,,,
2012108113,,,,,,,,,,,,
2012108114,,,,,,,,,,,,
2012108115,,,,,,,,,,,,
2012108116,,,,,,,,,,,,
2012108117,,,,,,,,,,,,
2012108118,,,,,,,,,,,,
2012108119,,,,,,,,,,,,
2012108120,,,,,,,,,,,,
2012108121,,,,,,,,,,,,
2012108122,,,,,,,,,,,,
2012108123,,,,,,,,,,,,
2012108124,,,,,,,,,,,,
2012108125,,,,,,,,,,,,
2012108126,,,,,,,,,,,,
2012108127,,,,,,,,,,,,
2012108128,,,,,,,,,,,,
2012108129,,,,,,,,,,,,
2012108130,,,,,,,,,,,,
2012108131,,,,,,,,,,,,
2012108132,,,,,,,,,,,,
2012108133,,,,,,,,,,,,
2012108134,,,,,,,,,,,,
2012108135,,,,,,,,,,,,
2012108136,,,,,,,,,,,,
2012108137,,,,,,,,,,,,
2012108138,,,,,,,,,,,,
2012108139,,,,,,,,,,,,
2012108140,,,,,,,,,,,,
2012108141,,,,,,,,,,,,
2012108142,,,,,,,,,,,,
2012108143,,,,,,,,,,,,
2012108144,,,,,,,,,,,,
2012108145,,,,,,,,,,,,
2012108146,,,,,,,,,,,,
2012108147,,,,,,,,,,,,
2012108148,,,,,,,,,,,,
2012108149,,,,,,,,,,,,
2012108150,,,,,,,,,,,,
2012108151,,,,,,,,,,,,
2012108152,,,,,,,,,,,,
2012108153,,,,,,,,,,,,
2012108154,,,,,,,,,,,,
2012108155,,,,,,,,,,,,
2012108156,,,,,,,,,,,,
2012108157,,,,,,,,,,,,
2012108158,,,,,,,,,,,,
2012108159,,,,,,,,,,,,
2012108160,,,,,,,,,,,,
2012108161,,,,,,,,,,,,
2012108162,,,,,,,,,,,,
2012108163,,,,,,,,,,,,
2012108164,,,,,,,,,,,,
2012108165,,,,,,,,,,,,
2012108166,,,,,,,,,,,,
2012108167,,,,,,,,,,,,
2012108168,,,,,,,,,,,,
2012108169,,,,,,,,,,,,
2012108170,,,,,,,,,,,,
2012108171,,,,,,,,,,,,
2012108172,,,,,,,,,,,,
2012108173,,,,,,,,,,,,
2012108174,,,,,,,,,,,,
2012108175,,,,,,,,,,,,
2012108176,,,,,,,,,,,,
2012108177,,,,,,,,,,,,
2012108178,,,,,,,,,,,,
2012108179,,,,,,,,,,,,
2012108180,,,,,,,,,,,,
2012108181,,,,,,,,,,,,
2012108182,,,,,,,,,,,,
2012108183,,,,,,,,,,,,
2012108184,,,,,,,,,,,,
2012108185,,,,,,,,,,,,
2012108186,,,,,,,,,,,,
2012108187,,,,,,,,,,,,
2012108188,,,,,,,,,,,,
2012108189,,,,,,,,,,,,
2012108190,,,,,,,,,,,,
2012108191,,,,,,,,,,,,
2012108192,,,,,,,,,,,,
2012108193,,,,,,,,,,,,
2012108194,,,,,,,,,,,,
2012108195,,,,,,,,,,,,
2012108196,,,,,,,,,,,,
2012108197,,,,,,,,,,,,
2012108198,,,,,,,,,,,,
2012108199,,,,,,,,,,,,
2012108200,,,,,,,,,,,,
2012108201,,,,,,,,,,,,
2012108202,,,,,,,,,,,,
2012108203,,,,,,,,,,,,
2012108204,,,,,,,,,,,,
2012108205,,,,,,,,,,,,
2012108206,,,,,,,,,,,,
2012108207,,,,,,,,,,,,
2012108208,,,,,,,,,,,,
2012108209,,,,,,,,,,,,
2012108210,,,,,,,,,,,,
2012108211,,,,,,,,,,,,
2012108212,,,,,,,,,,,,
2012108213,,,,,,,,,,,,
2012108214,,,,,,,,,,,,
2012108215,,,,,,,,,,,,
2012108216,,,,,,,,,,,,
2012108217,,,,,,,,,,,,
2012108218,,,,,,,,,,,,
2012108219,,,,,,,,,,,,
2012108220,,,,,,,,,,,,
2012108221,,,,,,,,,,,,
2012108222,,,,,,,,,,,,
2012108223,,,,,,,,,,,,
2012108224,,,,,,,,,,,,
2012108225,,,,,,,,,,,,
2012108226,,,,,,,,,,,,
2012108227,,,,,,,,,,,,
2012108228,,,,,,,,,,,,
2012108229,,,,,,,,,,,,
2012108230,,,,,,,,,,,,
2012108231,,,,,,,,,,,,
2012108232,,,,,,,,,,,,
2012108233,,,,,,,,,,,,
2012108234,,,,,,,,,,,,
2012108235,,,,,,,,,,,,
2012108236,,,,,,,,,,,,
2012108237,,,,,,,,,,,,
2012108238,,,,,,,,,,,,
2012108239,,,,,,,,,,,,
2012108240,,,,,,,,,,,,
2012108241,,,,,,,,,,,,
2012108242,,,,,,,,,,,,
2012108243,,,,,,,,,,,,
2012108244,,,,,,,,,,,,
2012108245,,,,,,,,,,,,
2012108246,,,,,,,,,,,,
2012108247,,,,,,,,,,,,
2012108248,,,,,,,,,,,,
2012108249,,,,,,,,,,,,
2012108250,,,,,,,,,,,,
2012108251,,,,,,,,,,,,
2012108252,,,,,,,,,,,,
2012108253,,,,,,,,,,,,
2012108254,,,,,,,,,,,,
2012108255,,,,,,,,,,,,
2012108256,,,,,,,,,,,,
2012108257,,,,,,,,,,,,
2012108258,,,,,,,,,,,,
2012108259,,,,,,,,,,,,
2012108260,,,,,,,,,,,,
2012108261,,,,,,,,,,,,
2012108262,,,,,,,,,,,,
2012108263,,,,,,,,,,,,
2012108264,,,,,,,,,,,,
2012108265,,,,,,,,,,,,
2012108266,,,,,,,,,,,,
2012108267,,,,,,,,,,,,
2012108268,,,,,,,,,,,,
2012108269,,,,,,,,,,,,
2012108270,,,,,,,,,,,,
2012108271,,,,,,,,,,,,
2012108272,,,,,,,,,,,,
2012108273,,,,,,,,,,,,
2012108274,,,,,,,,,,,,
2012108275,,,,,,,,,,,,
2012108276,,,,,,,,,,,,
2012108277,,,,,,,,,,,,
2012108278,,,,,,,,,,,,
2012108279,,,,,,,,,,,,
2012108280,,,,,,,,,,,,
2012108281,,,,,,,,,,,,
2012108282,,,,,,,,,,,,
2012108283,,,,,,,,,,,,
2012108284,,,,,,,,,,,,
2012108285,,,,,,,,,,,,
2012108286,,,,,,,,,,,,
2012108287,,,,,,,,,,,,
2012108288,,,,,,,,,,,,
2012108289,,,,,,,,,,,,
2012108290,,,,,,,,,,,,
2012108291,,,,,,,,,,,,
2012108292,,,,,,,,,,,,
2012108293,,,,,,,,,,,,
2012108294,,,,,,,,,,,,
2012108295,,,,,,,,,,,,
2012108296,,,,,,,,,,,,
2012108297,,,,,,,,,,,,
2012108298,,,,,,,,,,,,
2012108299,,,,,,,,,,,,
2012108300,,,,,,,,,,,,
2012108301,,,,,,,,,,,,
2012108302,,,,,,,,,,,,
2012108303,,,,,,,,,,,,
2012108304,,,,,,,,,,,,
2012108305,,,,,,,,,,,,
2012108306,,,,,,,,,,,,
2012108307,,,,,,,,,,,,
2012108308,,,,,,,,,,,,
2012108309,,,,,,,,,,,,
2012108310,,,,,,,,,,,,
2012108311,,,,,,,,,,,,
2012108312,,,,,,,,,,,,
2012108313,,,,,,,,,,,,
2012108314,,,,,,,,,,,,
2012108315,,,,,,,,,,,,
2012108316,,,,,,,,,,,,
2012108317,,,,,,,,,,,,
2012108318,,,,,,,,,,,,
2012108319,,,,,,,,,,,,
2012108320,,,,,,,,,,,,
2012108321,,,,,,,,,,,,
2012108322,,,,,,,,,,,,
2012108323,,,,,,,,,,,,
2012108324,,,,,,,,,,,,
2012108325,,,,,,,,,,,,
2012108326,,,,,,,,,,,,
2012108327,,,,,,,,,,,,
2012108328,,,,,,,,,,,,
2012108329,,,,,,,,,,,,
2012108330,,,,,,,,,,,,
2012108331,,,,,,,,,,,,
2012108332,,,,,,,,,,,,
2012108333,,,,,,,,,,,,
2012108334,,,,,,,,,,,,
2012108335,,,,,,,,,,,,
2012108336,,,,,,,,,,,,
2012108337,,,,,,,,,,,,
2012108338,,,,,,,,,,,,
2012108339,,,,,,,,,,,,
2012108340,,,,,,,,,,,,
2012108341,,,,,,,,,,,,
2012108342,,,,,,,,,,,,
2012108343,,,,,,,,,,,,
2012108344,,,,,,,,,,,,
2012108345,,,,,,,,,,,,
2012108346,,,,,,,,,,,,
2012108347,,,,,,,,,,,,
2012108348,,,,,,,,,,,,
2012108349,,,,,,,,,,,,
2012108350,,,,,,,,,,,,
2012108351,,,,,,,,,,,,
2012108352,,,,,,,,,,,,
2012108353,,,,,,,,,,,,
2012108354,,,,,,,,,,,,
2012108355,,,,,,,,,,,,
2012108356,,,,,,,,,,,,
2012108357,,,,,,,,,,,,
2012108358,,,,,,,,,,,,
2012108359,,,,,,,,,,,,
2012108360,,,,,,,,,,,,
2012108361,,,,,,,,,,,,
2012108362,,,,,,,,,,,,
2012108363,,,,,,,,,,,,
2012108364,,,,,,,,,,,,
2012108365,,,,,,,,,,,,
2012108366,,,,,,,,,,,,
2012108367,,,,,,,,,,,,
2012108368,,,,,,,,,,,,
2012108369,,,,,,,,,,,,
2012108370,,,,,,,,,,,,
2012108371,,,,,,,,,,,,
2012108372,,,,,,,,,,,,
2012108373,,,,,,,,,,,,
2012108374,,,,,,,,,,,,
2012108375,,,,,,,,,,,,
2012108376,,,,,,,,,,,,
2012108377,,,,,,,,,,,,
2012108378,,,,,,,,,,,,
2012108379,,,,,,,,,,,,
2012108380,,,,,,,,,,,,
2012108381,,,,,,,,,,,,
2012108382,,,,,,,,,,,,
2012108383,,,,,,,,,,,,
2012108384,,,,,,,,,,,,
2012108385,,,,,,,,,,,,
2012108386,,,,,,,,,,,,
2012108387,,,,,,,,,,,,
2012108388,,,,,,,,,,,,
2012108389,,,,,,,,,,,,
2012108390,,,,,,,,,,,,
2012108391,,,,,,,,,,,,
2012108392,,,,,,,,,,,,
2012108393,,,,,,,,,,,,
2012108394,,,,,,,,,,,,
2012108395,,,,,,,,,,,,
2012108396,,,,,,,,,,,,
2012108397,,,,,,,,,,,,
2012108398,,,,,,,,,,,,
2012108399,,,,,,,,,,,,
2012108400,,,,,,,,,,,,
2012108401,,,,,,,,,,,,
2012108402,,,,,,,,,,,,
2012108403,,,,,,,,,,,,
2012108404,,,,,,,,,,,,
2012108405,,,,,,,,,,,,
2012108406,,,,,,,,,,,,
2012108407,,,,,,,,,,,,
2012108408,,,,,,,,,,,,
2012108409,,,,,,,,,,,,
2012108410,,,,,,,,,,,,
2012108411,,,,,,,,,,,,
2012108412,,,,,,,,,,,,
2012108413,,,,,,,,,,,,
2012108414,,,,,,,,,,,,
2012108415,,,,,,,,,,,,
2012108416,,,,,,,,,,,,
2012108417,,,,,,,,,,,,
2012108418,,,,,,,,,,,,
2012108419,,,,,,,,,,,,
2012108420,,,,,,,,,,,,
2012108421,,,,,,,,,,,,
2012108422,,,,,,,,,,,,
2012108423,,,,,,,,,,,,
2012108424,,,,,,,,,,,,
2012108425,,,,,,,,,,,,
2012108426,,,,,,,,,,,,
2012108427,,,,,,,,,,,,
2012108428,,,,,,,,,,,,
2012108429,,,,,,,,,,,,
2012108430,,,,,,,,,,,,
2012108431,,,,,,,,,,,,
2012108432,,,,,,,,,,,,
2012108433,,,,,,,,,,,,
2012108434,,,,,,,,,,,,
2012108435,,,,,,,,,,,,
2012108436,,,,,,,,,,,,
2012108437,,,,,,,,,,,,
2012108438,,,,,,,,,,,,
2012108439,,,,,,,,,,,,
2012108440,,,,,,,,,,,,
2012108441,,,,,,,,,,,,
2012108442,,,,,,,,,,,,
2012108443,,,,,,,,,,,,
2012108444,,,,,,,,,,,,
2012108445,,,,,,,,,,,,
2012108446,,,,,,,,,,,,
2012108447,,,,,,,,,,,,
2012108448,,,,,,,,,,,,
2012108449,,,,,,,,,,,,
2012108450,,,,,,,,,,,,
2012108451,,,,,,,,,,,,
2012108452,,,,,,,,,,,,
2012108453,,,,,,,,,,,,
2012108454,,,,,,,,,,,,
2012108455,,,,,,,,,,,,
2012108456,,,,,,,,,,,,
2012108457,,,,,,,,,,,,
2012108458,,,,,,,,,,,,
2012108459,,,,,,,,,,,,
2012108460,,,,,,,,,,,,
2012108461,,,,,,,,,,,,
2012108462,,,,,,,,,,,,
2012108463,,,,,,,,,,,,
2012108464,,,,,,,,,,,,
2012108465,,,,,,,,,,,,
2012108466,,,,,,,,,,,,
2012108467,,,,,,,,,,,,
2012108468,,,,,,,,,,,,
2012108469,,,,,,,,,,,,
2012108470,,,,,,,,,,,,
2012108471,,,,,,,,,,,,
2012108472,,,,,,,,,,,,
2012108473,,,,,,,,,,,,
2012108474,,,,,,,,,,,,
2012108475,,,,,,,,,,,,
2012108476,,,,,,,,,,,,
2012108477,,,,,,,,,,,,
2012108478,,,,,,,,,,,,
2012108479,,,,,,,,,,,,
2012108480,,,,,,,,,,,,
2012108481,,,,,,,,,,,,
2012108482,,,,,,,,,,,,
2012108483,,,,,,,,,,,,
2012108484,,,,,,,,,,,,
2012108485,,,,,,,,,,,,
2012108486,,,,,,,,,,,,
2012108487,,,,,,,,,,,,
2012108488,,,,,,,,,,,,
2012108489,,,,,,,,,,,,
2012108490,,,,,,,,,,,,
2012108491,,,,,,,,,,,,
2012108492,,,,,,,,,,,,
2012108493,,,,,,,,,,,,
2012108494,,,,,,,,,,,,
2012108495,,,,,,,,,,,,
2012108496,,,,,,,,,,,,
2012108497,,,,,,,,,,,,
2012108498,,,,,,,,,,,,
2012108499,,,,,,,,,,,,
2012108500,,,,,,,,,,,,
2012108501,,,,,,,,,,,,
2012108502,,,,,,,,,,,,
2012108503,,,,,,,,,,,,
2012108504,,,,,,,,,,,,
2012108505,,,,,,,,,,,,
2012108506,,,,,,,,,,,,
2012108507,,,,,,,,,,,,
2012108508,,,,,,,,,,,,
2012108509,,,,,,,,,,,,
2012108510,,,,,,,,,,,,
2012108511,,,,,,,,,,,,
2012108512,,,,,,,,,,,,
2012108513,,,,,,,,,,,,
2012108514,,,,,,,,,,,,
2012108515,,,,,,,,,,,,
2012108516,,,,,,,,,,,,
2012108517,,,,,,,,,,,,
2012108518,,,,,,,,,,,,
2012108519,,,,,,,,,,,,
2012108520,,,,,,,,,,,,
2012108521,,,,,,,,,,,,
2012108522,,,,,,,,,,,,
2012108523,,,,,,,,,,,,
2012108524,,,,,,,,,,,,
2012108525,,,,,,,,,,,,
2012108526,,,,,,,,,,,,
2012108527,,,,,,,,,,,,
2012108528,,,,,,,,,,,,
2012108529,,,,,,,,,,,,
2012108530,,,,,,,,,,,,
2012108531,,,,,,,,,,,,
2012108532,,,,,,,,,,,,
2012108533,,,,,,,,,,,,
2012108534,,,,,,,,,,,,
2012108535,,,,,,,,,,,,
2012108536,,,,,,,,,,,,
2012108537,,,,,,,,,,,,
2012108538,,,,,,,,,,,,
2012108539,,,,,,,,,,,,
2012108540,,,,,,,,,,,,
2012108541,,,,,,,,,,,,
2012108542,,,,,,,,,,,,
2012108543,,,,,,,,,,,,
2012108544,,,,,,,,,,,,
2012108545,,,,,,,,,,,,
