Index,馬名,生年月日,調教師,馬主,生産者,産地,セリ取引価格,父,母,母父,POG期間賞金_半期,POG期間賞金_通年
2013105091, □地カノヤドワーフ 　,2013年5月8日,九日俊光 (佐賀),神田アヤ子,青藍牧場,登別市,,ホワイトマズル,カノヤランブル,アグネスタキオン,0.00,0.00
2013105092,ユキハナ 　,2013年4月2日,金成貴史 (美浦),藤沼利夫,青藍牧場,登別市,,マンハッタンカフェ,セイランクイーン,メジロマックイーン,0.00,120.00
2013105093,メイケイレジェンド 　,2013年4月15日,木原一良 (栗東),名古屋競馬,青藍牧場,登別市,,ステイゴールド,ヒカルカリーナ,メジロマックイーン,700.00,700.00
2013105094,アットリーチェノバ 　,2013年5月20日,飯田雄三 (栗東),岩崎僖澄,青藍牧場,登別市,,ネオユニヴァース,ブリリアントノバ,ジェネラス,0.00,0.00
2013105095, □地ヒッサツ 　,2013年4月11日,雑賀正光 (高知),内田玄祥,青藍牧場,登別市,,タニノギムレット,ミスセイラン,ダンスインザダーク,0.00,3.50
2013105096,オニニカナボー 　,2013年4月25日,天間昭一 (美浦),西村新一郎,高田良一,むかわ町,162万円 (2014年 八戸市場),サムライハート,フェーヴ,ストラヴィンスキー,0.00,130.00
2013105097,ボーリン 　,2013年3月6日,日吉正和 (栗東),松田整二,高橋農場,伊達市,443万円 (2015年 北海道トレーニングセール),アドマイヤマックス,ターキッシュブルー,カリズマティック,0.00,0.00
2013105098, □地サンダーブラスト 　,2013年5月28日,鈴木長次 (上山),菊地捷士,高橋農場,伊達市,432万円 (2014年 北海道サマーセール),カネヒキリ,ダイタクドクター,Saint Ballado,0.00,6.60
2013105099,テイエムダークダン 　,2013年4月11日,石栗龍彦 (美浦),竹園正繼,高橋農場,伊達市,810万円 (2014年 北海道サマーセール),ダンスインザダーク,ブライティアアップ,シングスピール,0.00,90.00
2013105100,ヴァイオリニスト 　,2013年4月4日,栗田博憲 (美浦),ビッグレッドファーム,高橋農場,伊達市,335万円 (2014年 北海道オータムセール),スパイキュール,メサイア,エンドスウィープ,180.00,180.00
2013105101, □地タケノオルフェ 　,2013年4月3日,辻野豊 (大井),小笠原武,辻野洋,むかわ町,,ソングオブウインド,ブラックプリテー,グランドオペラ,126.50,177.00
2013105102, □地トーアヒマワリ 　,2013年4月23日,斉藤敏 (船橋),高山ランド（株）,トーア牧場,豊浦町,,ファルブラヴ,トーアクレセント,バブルガムフェロー,49.00,62.20
2013105103,トーアヒミコ 　,2013年4月3日,星野忍 (美浦),高山ランド,トーア牧場,豊浦町,,クロフネ,トーアセンヒメ,フジキセキ,0.00,0.00
2013105104,トーアイザヨイ 　,2013年3月4日,牧田和弥 (栗東),高山ランド,トーア牧場,豊浦町,,シンボリクリスエス,トーアツキアカリ,ホワイトマズル,0.00,0.00
2013105105,トーアアサヒ 　,2013年2月24日,天間昭一 (美浦),高山ランド,トーア牧場,豊浦町,,サムライハート,トーアトワイライト,ボストンハーバー,0.00,0.00
2013105106,トーアディラン 　,2013年2月14日,藤原辰雄 (美浦),高山ランド,トーア牧場,豊浦町,,カンパニー,トーアビバリーヒル,ダンスインザダーク,0.00,0.00
2013105107,トーアシラヌイ 　,2013年3月25日,加藤和宏 (美浦),高山ランド,トーア牧場,豊浦町,,メイショウボーラー,トーアプルメリア,スウェプトオーヴァーボード,50.00,50.00
2013105108, □地トーアノタメニ 　,2013年2月12日,鈴木長次 (上山),（株）ファーストビジ,トーア牧場,豊浦町,,チーフベアハート,トーアミッシェル,フジキセキ,0.00,20.00
2013105109,トーアライジン 　,2013年3月20日,村山明 (栗東),高山ランド,トーア牧場,豊浦町,,デュランダル,トーアライトニング,ミシル,70.00,670.00
2013105110, □地トーアホホエミ 　,2013年4月17日,鈴木長次 (上山),（株）ファーストビジ,トーア牧場,豊浦町,,テレグノシス,トーアルシオール,タヤスツヨシ,0.00,5.00
2013105111,クインジョウ 　,2013年5月8日,田中章博 (栗東),東振牧場,東振牧場,むかわ町,,パイロ,エイダイクイン,メジロマックイーン,0.00,0.00
2013105112,タカラブネクイーン 　,2013年5月1日,堀井雅広 (美浦),東振牧場,東振牧場,むかわ町,,ヴァーミリアン,エイダイタカラブネ,クロフネ,0.00,0.00
2013105113,ヒロインボーイ 　,2013年4月22日,堀井雅広 (美浦),東振牧場,東振牧場,むかわ町,,スズカマンボ,エイダイヒロイン,ダンシングブレーヴ,0.00,180.00
2013105114,ダブルアックス 　,2013年5月30日,西橋豊治 (栗東),田邉廣己,東振牧場,むかわ町,,ヴァーミリアン,ダブルタイトル,ホワイトマズル,0.00,75.00
2013105115,セイントシャイニー 　,2013年3月13日,菅原泰夫 (美浦),八巻弘一,習志野牧場,白老町,,キンシャサノキセキ,シャイニングビュー,ライブリーワン,0.00,0.00
2013105116,アーススピード 　,2013年3月15日,加藤敬二 (栗東),松山増男,習志野牧場,白老町,,アサクサキングス,シーズゲイル,カコイーシーズ,0.00,0.00
2013105117, □地フライキャッチャー 　,2013年2月20日,嶋田幸晴 (大井),篠木要吉,習志野牧場,白老町,,ナカヤマフェスタ,トライマイクイン,ラストタイクーン,59.50,204.50
2013105118,ウォーターベガス 　,2013年3月10日,田所秀孝 (栗東),山岡正人,習志野牧場,白老町,,カジノドライヴ,ヒカルマイヒメ,アグネスタキオン,0.00,0.00
2013105119, □地アースハーン 　,2013年3月10日,岡島玉一 (地方),松山増男,習志野牧場,白老町,,カンパニー,ファンキートット,フジキセキ,0.00,30.00
2013105120, □地モモハイ 　,2013年3月11日,土井道隆 (佐賀),南部明則,習志野牧場,白老町,,ハイアーゲーム,モモカ,ワカオライデン,0.00,3.50
2013105121, □地ジャパンラッキー 　,2013年4月13日,波多野健 (船橋),西村專次,登別上水牧場,登別市,,アドマイヤジャパン,アイムソーラッキー,シンボリクリスエス,0.00,0.00
2013105122,ベレーザフォンテン 　,2013年5月11日,高橋裕 (美浦),吉橋計,登別上水牧場,登別市,,オンファイア,グランプラス,サクラバクシンオー,0.00,0.00
2013105123,ジョージフォンテン 　,2013年4月5日,高橋裕 (美浦),吉橋計,登別上水牧場,登別市,,リンカーン,ジーナフォンテン,ベストタイアップ,0.00,0.00
2013105124,トラストフィガー 　,2013年4月15日,斎藤誠 (美浦),菅波立知子,守矢牧場,新冠町,497万円 (2014年 北海道サマーセール),ハービンジャー,ヒカルキャンディー,アグネスタキオン,0.00,190.00
2013105125,サムライフォンテン 　,2013年3月27日,石毛善彦 (美浦),吉橋計,登別上水牧場,登別市,,サムライハート,ヨーカンドパリ,ティンバーカントリー,0.00,200.00
2013105126, □地ヨシノトップ 　,2013年4月4日,畠山信一 (岩手),佐々木義元,橋本善太,安平町,,カルストンライトオ,クールダウン,シャンハイ,65.80,68.50
2013105127, □地コスモラピッド 　,2013年5月10日,目迫大輔 (地方),杉浦和也,平岡牧場,むかわ町,108万円 (2014年 北海道オータムセール),スウィフトカレント,エレガンス,ロドリゴデトリアーノ,0.00,31.90
2013105128,ブレヴェスト 　,2013年3月23日,谷原義明 (美浦),平岡茂樹,平岡牧場,むかわ町,,ソングオブウインド,シティオブライト,フレンチデピュティ,0.00,700.00
2013105129,フィールザシルバー 　,2013年3月26日,新開幸一 (美浦),櫻井正,平岡牧場,むかわ町,,ブラックタイド,スカーリイベイビー,Rizzi,0.00,75.00
2013105130,フィールザオーロラ 　,2013年4月6日,新開幸一 (美浦),櫻井正,平岡牧場,むかわ町,,デュランダル,フィールザタレント,Theatrical,0.00,418.00
2013105131,ラブリーアモン 　,2013年3月20日,谷原義明 (美浦),平岡茂樹,平岡牧場,むかわ町,,ソングオブウインド,ミスアモン,メジロライアン,830.00,1270.00
2013105132,カラカ 　,2013年3月15日,谷原義明 (美浦),平岡茂樹,平岡牧場,むかわ町,,ブラックタイド,ミスソヴリン,ワカオライデン,0.00,880.00
2013105133,ガルガンチュア 　,2013年4月13日,尾形充弘 (美浦),渡邊隆,藤澤昭勝,苫小牧市,,ステイゴールド,クラウンアスリート,アフリート,770.00,859.00
2013105134,ノアシャトル 　,2013年3月27日,天間昭一 (美浦),佐山公男,藤澤昭勝,苫小牧市,,タイキシャトル,シャコーアデル,アジュディケーティング,0.00,0.00
2013105135, □地グランエトワール 　,2013年4月7日,渋谷信博 (船橋),石井太郎,藤澤昭勝,苫小牧市,,デビッドジュニア,バンジョーピジョン,フジキセキ,147.00,147.00
2013105136,エキリブレ 　,2013年4月10日,和田正一 (美浦),桜井忠隆,藤澤昭勝,苫小牧市,,タニノギムレット,ヤンゲストリーター,ゴールドアリュール,0.00,0.00
2013105137, □地サクラブチャン 　,2013年5月3日,田中譲二 (高知),田頭喜秀,真壁信一,むかわ町,239万円 (2014年 北海道サマーセール),アッミラーレ,オークションマニア,Theatrical,0.00,14.00
2013105138,スティンギングビーの2013 　,2013年5月31日, ,,真壁信一,むかわ町,,アサクサデンエン,スティンギングビー,Glitterman,0,0
2013105139,ウインアンビション 　,2013年4月28日,畠山吉宏 (美浦),ウイン,真壁信一,むかわ町,562万円 (2014年 北海道サマーセール),ロッコウオロシ,ソルティレージュ,サンデーサイレンス,0.00,200.00
2013105140,ピナクルズ 　,2013年4月20日,牧田和弥 (栗東),ライオンレースホース,真壁信一,むかわ町,"1,836万円 (2014年 北海道セレクションセール)",ブラックタイド,ダンゼロゴールド,Danzero,0.00,500.00
2013105141, □地アポロマリンカ 　,2013年5月22日,稻田彰宏 (兵庫),組）オールザベスト組,真壁信一,むかわ町,,ロッコウオロシ,テーオーグレース,メジロライアン,0.00,0.00
2013105142,アポロガッツ 　,2013年5月2日,鈴木伸尋 (美浦),アポロサラブレッドクラブ,真壁信一,むかわ町,,アポロキングダム,トップバナナ,ドクターデヴィアス,0.00,630.00
2013105143, □地トビラヲアケテ 　,2013年4月3日,金田一昌 (金沢),福田光博,真壁信一,むかわ町,119万円 (2014年 北海道オータムセール),ナカヤマフェスタ,トランクイルデイズ,Easy Goer,0.00,0.80
2013105144, □地コスモラインハルト 　,2013年5月20日,宗形竹見 (大井),（有）ビッグレッドフ,真壁信一,むかわ町,194万円 (2014年 北海道オータムセール),スウェプトオーヴァーボード,ニポポ,ゴールドアリュール,0.00,101.50
2013105145, □地スウィフトメモリー 　,2013年4月15日,林正人 (船橋),青山英昭,真壁信一,むかわ町,162万円 (2014年 北海道サマーセール),スウィフトカレント,ファインメモリー,マヤノトップガン,0.00,0.00
2013105146, □地ツムギ 　,2013年4月18日,工藤裕孝 (岩手),藤沼利夫,真壁信一,むかわ町,86万円 (2014年 北海道オータムセール),グラスワンダー,マスターエンプレス,アグネスタキオン,0.00,0.00
2013105147,ピーチプリンセス 　,2013年5月25日,菊沢隆徳 (美浦),堂守貴志,真壁信一,むかわ町,,ナカヤマフェスタ,モモチャン,ネオユニヴァース,0.00,150.00
2013105148, □地マーチン 　,2013年3月26日,城地俊光 (岩手),広瀬由一,真壁信一,むかわ町,162万円 (2014年 北海道オータムセール),デュランダル,ライヴリーデイズ,ブライアンズタイム,200.00,210.30
2013105149,キンシノエナジイ 　,2013年3月20日,浅見秀一 (栗東),若草クラブ,真壁信一,むかわ町,648万円 (2015年 北海道トレーニングセール),オンファイア,リバルドソナタ,クロフネ,410.00,485.00
2013105150, □地シーザドナルド 　,2013年4月15日,新田守 (岩手),高橋昇市,橋本牧場,安平町,,フサイチレオン,シーフェアリー,ユートカイザー,55.50,80.70
2013105151, □地ジュウマンコウネン 　,2013年4月11日,桧森邦夫 (北海道),橋本善一,橋本牧場,安平町,,カルストンライトオ,スノーヴァーダント,カコイーシーズ,53.00,92.40
2013105152, □地プリンセスラッキー 　,2013年3月22日,桧森邦夫 (北海道),広瀬由一,橋本牧場,安平町,,カルストンライトオ,ハネダサクラコ,シャンハイ,97.00,150.40
2013105153, □地ピースオブエルフ 　,2013年4月11日,畠山信一 (岩手),（有）カネショウ,橋本牧場,安平町,,フサイチレオン,パパラチアエルフ,タイキシャトル,27.00,27.00
2013105154, □地ウツミトップガン 　,2013年4月11日,斉藤敏 (船橋),内海政行,橋本牧場,安平町,,カルストンライトオ,ブラックシャルマン,ムタファーウエク,24.00,24.00
2013105155,メイショウコドウ 　,2013年4月21日,西橋豊治 (栗東),松本好雄,橋本牧場,安平町,356万円 (2014年 北海道サマーセール),ミスキャスト,ホワイトデイズ,クロフネ,0.00,0.00
2013105156, □地レイジングトップ 　,2013年4月9日,伊藤強一 (地方),三浦勝仁,橋本牧場,安平町,,カルストンライトオ,マルゼンブリッジ,マルゼンスキー,52.00,52.00
2013105157, □地リキッドブルー 　,2013年4月3日, (地方),橋本義房,橋本牧場,安平町,540万円 (2015年 JRAブリーズアップセール),メイショウボーラー,ヨクバリージョ,スペシャルウィーク,75.00,75.00
2013105158,メーテルリンク 　,2013年4月28日,中尾秀正 (栗東),近藤英子,宮井孝典,伊達市,,ヴィクトリー,アフェクショネイト,クロフネ,0.00,340.00
2013105159, □地グリーンマイン 　,2013年3月23日,柿本政男 (船橋),峰哲馬,ヤマイチ牧場,むかわ町,,ソングオブウインド,アジアンタム,フジキセキ,82.60,130.60
2013105160,デスマッチ 　,2013年5月4日,作田誠二 (栗東),泉一郎,ヤマイチ牧場,むかわ町,594万円 (2015年 北海道トレーニングセール),ブラックタイド,カルストンツバサ,オジジアン,0.00,180.00
2013105161,タンタラスノオカ 　,2013年3月2日,田中清隆 (美浦),嶋田賢,ヤマイチ牧場,むかわ町,486万円 (2014年 北海道サマーセール),アッミラーレ,カンタベリーラヴ,マイネルラヴ,700.00,880.00
2013105162, □地ミラクルミジュ 　,2013年4月29日,小野望 (北海道),横山武司,ヤマイチ牧場,むかわ町,,ブラックタイド,ジェンハオサイマ,コマンダーインチーフ,0.00,13.60
2013105163,オレデヨケレバ 　,2013年3月28日,伊藤正徳 (美浦),ミルファーム,ヤマイチ牧場,むかわ町,216万円 (2014年 北海道サマーセール),ストーミングホーム,ブルーグラスローズ,Danzig,260.00,260.00
2013105164, □地チャリティソング 　,2013年3月19日,武藤敏明 (佐賀),谷謙介,ヤマイチ牧場,むかわ町,,ソングオブウインド,ロックアップ,ダミスター,44.20,44.90
2013105165,アレンデール 　,2013年4月5日, ,,ユートピア牧場,登別市,54万円 (2014年 北海道オータムセール),タニノギムレット,アイスキャッスル,マンハッタンカフェ,0,0
2013105166, □地ダンスアワード 　,2013年3月20日,伊藤滋規 (地方),杉浦和也,ユートピア牧場,登別市,,ブラックタイド,アブソルートダンス,エンドスウィープ,83.60,170.50
2013105167, □地コパノミラーレ 　,2013年4月14日,松浦裕之 (大井),高岡里枝,ユートピア牧場,登別市,432万円 (2014年 北海道サマーセール),アッミラーレ,アミュレット,マヤノトップガン,84.50,174.50
2013105168, □地リンダリンダ 　,2013年4月22日,荒山勝徳 (大井),（株）ＭＭＣ,ユートピア牧場,登別,,フレンチデピュティ,クリムゾンルージュ,エンドスウィープ,1610.00,4550.00
2013105169, □地スティールキング 　,2013年4月19日,角川秀樹 (北海道),菅野守雄,ユートピア牧場,登別市,,シルバーチャーム,グルカッシュ,Machiavellian,750.00,1550.00
2013105170,ジェラートの2013 　,2013年4月27日, ,,ユートピア牧場,登別市,,キャプテントゥーレ,ジェラート,Boundary,0,0
2013105171,マイエクトミューズ 　,2013年4月21日,金成貴史 (美浦),尾上寿夫,ユートピア牧場,登別市,,グラスワンダー,セレジェイラ,エンドスウィープ,180.00,255.00
2013105172, ○地コクスイセン 　,2013年5月19日,田中章博 (栗東),中辻明,ユートピア牧場,登別市,"1,080万円 (2014年 北海道セレクションセール)",ブラックタイド,ピュアシンフォニー,ストラヴィンスキー,490.00,1210.00
2013105173,テイエムサンピラー 　,2013年4月22日,岩元市三 (栗東),竹園正繼,ユートピア牧場,登別市,"1,080万円 (2014年 北海道サマーセール)",クロフネ,ピュアブラウン,Indian Charlie,0.00,275.00
2013105174, □地ミルクビスケット 　,2013年4月16日,平山真希 (地方),（有）ノマ,ユートピア牧場,登別市,,タイキシャトル,ブルークリクィン,アフリート,76.50,122.60
2013105175, □地アワフローラ 　,2013年3月29日,安田武広 (北海道),（有）パイオニアファ,ユートピア牧場,登別市,,サムライハート,ベルフローラ,タイキシャトル,0.00,20.20
2013105176,バースデイ 　,2013年3月26日,和田雄二 (美浦),薪浦亨,吉田三郎,安平町,,ダイワメジャー,クリアーチャンス,ディクタス,0.00,0.00
2013105177, □地ユーテルミー 　,2013年4月28日,保利良次 (兵庫),谷謙介,吉田三郎,安平町,,ジャングルポケット,サンキュウガール,アグネスタキオン,0.00,7.00
2013105178,ルミノール 　,2013年4月17日,飯田祐史 (栗東),薪浦州平,吉田三郎,安平町,,キンシャサノキセキ,マッキーアリエス,チーフベアハート,160.00,210.00
2013105179, □地オンマイウェイ 　,2013年5月24日,保利幸作 (兵庫),薪浦亨,吉田三郎,安平町,,マンハッタンカフェ,マッキーエクセル,デュラブ,0.00,2.10
2013105180,マッカートニー 　,2013年4月28日,梅田智之 (栗東),薪浦亨,吉田三郎,安平町,,キングカメハメハ,マッキーロイヤル,フジキセキ,0.00,635.00
2013105181,クリスタルフローラの2013 　,2013年5月28日, ,,吉田牧場,安平町,,アンライバルド,クリスタルフローラ,クリスタルグリッターズ,0,0
2013105182, □地モンストラムフジ 　,2013年5月1日,沢佳宏 (大井),（有）藤田自動車,吉田牧場,安平町,324万円 (2014年 北海道サマーセール),ファスリエフ,サニーハシレ,サニーブライアン,50.00,50.00
2013105183, □地マルメロ 　,2013年4月26日,林和弘 (北海道),（有）吉田牧場,吉田牧場,安平町,,パイロ,プリティガール,アドマイヤマックス,6.00,54.10
2013105184, □地マジックショー 　,2013年5月9日,山中輝久 (笠松),（有）ホースケア,吉田牧場,安平町,,ストーミングホーム,マジックリボン,マークオブディスティンクション,0.00,0.00
2013105185, □地サダムシーズン 　,2013年3月23日,堂山芳則 (北海道),大西美生子,吉田牧場,安平町,,タイキシャトル,ワカサイティング,アグネスワールド,58.00,121.50
2013105186, □地タイニーコメット 　,2013年5月10日,若松平 (北海道),泉俊二,吉田光政,安平町,,アメリカンボス,トワイライトガール,クロフネ,0.00,0.00
2013105187,サラマンカ 　,2013年4月10日,浜田多実 (栗東),荒木謙次,レイクヴィラファーム,洞爺湖町,540万円 (2014年 セレクトセール),ダノンシャンティ,ガバーナ,Polish Precedent,245.00,1220.00
2013105188,ブリリョドソル 　,2013年4月15日,宮本博 (栗東),名古屋友豊,レイクヴィラファーム,洞爺湖町,"3,456万円 (2014年 セレクトセール)",キングカメハメハ,サオヒメ,サンデーサイレンス,110.00,110.00
2013105189,タンギモウジア 　,2013年2月28日,橋口慎介 (栗東),桑畑隆信,レイクヴィラファーム,洞爺湖町,"1,620万円 (2014年 セレクトセール)",ハーツクライ,シアトルサンセット,Belong to Me,1163.10,1163.10
2013105190, □地サンドプラチナ 　,2013年4月30日, (地方),藤間淳一,レイクヴィラファーム,洞爺湖町,670万円 (2015年 北海道トレーニングセール),カジノドライヴ,ステイウィズユー,ステイゴールド,305.50,752.50
2013105191, □地カズノメガミ 　,2013年2月23日, (地方),鈴木可一,レイクヴィラファーム,洞爺湖町,918万円 (2015年 JRAブリーズアップセール),ダノンシャンティ,スリーダイメンションズ,Sadler's Wells,0.00,21.50
2013105192,アドマイヤムテキ 　,2013年3月19日,中尾秀正 (栗東),近藤利一,レイクヴィラファーム,洞爺湖町,"1,836万円 (2014年 セレクトセール)",ヴァーミリアン,セメイユドゥヴォン,Sadler's Wells,570.00,570.00
2013105193,ワンダーシャウト 　,2013年5月12日,伊藤大士 (美浦),シルクレーシング,レイクヴィラファーム,洞爺湖町,"1,080万円 (2014年 セレクトセール)",ダノンシャンティ,ソーマサイト,グラスワンダー,0.00,0.00
2013105194,モーゼス 　,2013年4月21日,大江原哲 (美浦),坂本肇,レイクヴィラファーム,洞爺湖町,"10,800万円 (2014年 セレクトセール)",ダイワメジャー,チャールストンハーバー,Grindstone,700.00,1104.00
2013105195,アークアーセナル 　,2013年2月18日,国枝栄 (美浦),小阪優友,レイクヴィラファーム,洞爺湖町,"2,160万円 (2014年 セレクトセール)",ダイワメジャー,ディスカバリングビューティー,Theatrical,180.00,810.00
2013105196,ピンクプルメリアの2013 　,2013年3月30日, ,,レイクヴィラファーム,洞爺湖町,,キンシャサノキセキ,ピンクプルメリア,Caerleon,0,0
2013105197,トーコージュエリー 　,2013年2月23日,橋田満 (栗東),森田藤治,レイクヴィラファーム,洞爺湖町,540万円 (2014年 セレクトセール),ジャングルポケット,プラチナベール,アグネスタキオン,50.00,50.00
2013105198,ダーニングイーグル 　,2013年2月14日,武井亮 (美浦),石瀬浩三,レイクヴィラファーム,洞爺湖町,"1,296万円 (2014年 セレクトセール)",ヴィクトワールピサ,ミスティーミス,Distant Relative,0.00,0.00
2013105199, □地ニンギョヒメ 　,2013年3月16日,川添明弘 (地方),（同）ＪＰＮ技研,レイクヴィラファーム,洞爺湖町,216万円 (2014年 北海道サマーセール),ヴァーミリアン,メジロアリエル,サクラバクシンオー,0.00,0.00
2013105200, □地デラニュースター 　,2013年2月5日,角田輝也 (愛知),グリーンファーム,レイクヴィラファーム,洞爺湖町,486万円 (2014年 北海道オータムセール),カジノドライヴ,メジロシェダー,アグネスタキオン,67.00,68.60
2013105201,メジロジョーンズの2013 　,2013年5月17日, ,,レイクヴィラファーム,洞爺湖町,"3,780万円 (2014年 セレクトセール)",ステイゴールド,メジロジョーンズ,メジロライアン,0,0
2013105202,シルクリバー 　,2013年3月28日,本間忍 (美浦),鈴木照雄,レイクヴィラファーム,洞爺湖町,594万円 (2014年 北海道サマーセール),タニノギムレット,メジロトンキニーズ,ダンスインザダーク,730.00,730.00
2013105203,オウケンボクサー 　,2013年4月26日,田中剛 (美浦),福井明,レイクヴィラファーム,洞爺湖町,"2,160万円 (2014年 セレクトセール)",ダノンシャンティ,メジロバーミューズ,アサティス,0.00,0.00
2013105204, □地マルカンヒラリー 　,2013年4月11日,的場直之 (地方),斉藤勘介,レイクヴィラファーム,洞爺湖町,108万円 (2014年 北海道オータムセール),カンパニー,メジロヒラリー,エルコンドルパサー,0.00,0.00
2013105205,ツボミ 　,2013年4月17日,奥村武 (美浦),石川達絵,レイクヴィラファーム,洞爺湖町,972万円 (2014年 セレクトセール),スペシャルウィーク,メジロフォーナ,ナリタトップロード,0.00,645.00
2013105206,チャオアプレスト 　,2013年5月6日,高柳瑞樹 (美浦),シルクレーシング,レイクヴィラファーム,洞爺湖町,"1,296万円 (2014年 セレクトセール)",ハービンジャー,メジロプレスト,メジロライアン,0.00,0.00
2013105207, □地ナインハーフ 　,2013年4月20日,平山真希 (地方),キャロットファーム,レイクヴィラファーム,洞爺湖町,,ワイルドラッシュ,メジロベイシンガー,メジロライアン,94.50,191.60
2013105208,メジロランバダの2013 　,2013年5月25日, ,,レイクヴィラファーム,洞爺湖町,"1,134万円 (2014年 セレクトセール)",ハービンジャー,メジロランバダ,テリオス,0,0
2013105209,ニシノマメユリ 　,2013年4月27日,手塚貴久 (美浦),西山茂行,レイクヴィラファーム,洞爺湖町,"2,160万円 (2014年 セレクトセール)",キングカメハメハ,メジロルルド,サンデーサイレンス,0.00,0.00
2013105210,テイケイレーヴ 　,2013年5月8日,荒川義之 (栗東),兼松忠男,レイクヴィラファーム,洞爺湖町,648万円 (2014年 セレクトセール),ワークフォース,ラプーマ,Lord at War,850.00,850.00
2013105211, □地タカヤノホシ 　,2013年2月26日,阿井正雄 (船橋),ライフエンタープライ,渡辺隆,むかわ町,,アポロキングダム,アポロクイック,クロフネ,77.00,263.60
2013105212, □地ビービーアゲーラ 　,2013年2月27日,佐久間雅 (北海道),坂東正積,渡辺隆,むかわ町,,アポロキングダム,アポロパーフェクト,シンボリクリスエス,24.00,68.60
2013105213,ベニバナルートイン 　,2013年5月6日,小野次郎 (美浦),ベニバナ組合,渡辺隆,むかわ町,108万円 (2014年 北海道オータムセール),アサクサキングス,トリリウム,トニービン,0.00,0.00
2013105214,エルリストン 　,2013年2月11日,須貝尚介 (栗東),Ｇ１レーシング,追分ファーム,安平町,,マンハッタンカフェ,アスペンアベニュー,トワイニング,310.00,1040.00
2013105215,ストロングファルコ 　,2013年2月22日,宗像義忠 (美浦),村木篤,追分ファーム,安平町,"4,200万円 (2013年 セレクトセール)",キングカメハメハ,アスペンリーフ,サンデーサイレンス,170.00,543.00
2013105216,アンジュレーション 　,2013年2月11日,中竹和也 (栗東),社台レースホース,社台コーポレーション白老ファーム,白老町,,ダイワメジャー,アドマイヤダンサー,エルコンドルパサー,0.00,0.00
2013105217,イグナイトマインド 　,2013年4月17日,尾形充弘 (美浦),社台レースホース,社台コーポレーション白老ファーム,白老町,,ワークフォース,アドマイヤレッド,ストラヴィンスキー,0.00,130.00
2013105218,クレアーリヒ 　,2013年1月29日,高柳瑞樹 (美浦),社台レースホース,追分ファーム,安平町,,ハービンジャー,アルメーリヒ,ネオユニヴァース,0.00,0.00
2013105219, □地クリーミーマロン 　,2013年5月9日, (地方),古川忠一,追分ファーム,安平町,,ハービンジャー,イルドロール,ゴールドアリュール,38.00,64.00
2013105220,ゴールドレイ 　,2013年2月11日,田中剛 (美浦),サンデーレーシング,追分ファーム,安平町,,ゴールドアリュール,インコグニート,Gone West,70.00,70.00
2013105221, □地ラストラーダ 　,2013年3月21日,出川克己 (船橋),吉田正志,追分ファーム,安平町,,ワークフォース,インディストラーダ,マンハッタンカフェ,0.00,318.00
2013105222, □地タカイチハート 　,2013年3月30日, (地方),門脇竜一,追分ファーム,安平町,,ゴールドアリュール,インディパレード,A.P. Indy,0.00,0.00
2013105223,ブラックウィザード 　,2013年5月7日,笹田和秀 (栗東),社台レースホース,追分ファーム,安平町,,ゼンノロブロイ,ウィッチフルシンキング,Lord Avie,0.00,0.00
2013105224, □地クレアチュール 　,2013年4月22日,山下貴之 (船橋),吉田正志,社台コーポレーション白老ファーム,白老町,,スペシャルウィーク,ウイングオブラック,ブライアンズタイム,52.50,186.50
2013105225, □地ウインドアビーム 　,2013年3月26日,頼本盛行 (荒尾),平田一雄,追分ファーム,安平町,,カジノドライヴ,ウェザーヘルム,テイエムオペラオー,0.00,0.00
2013105226, □地タカイチブラック 　,2013年3月1日, (地方),門脇竜一,社台コーポレーション白老ファーム,白老町,,ゼンノロブロイ,ヴァリアントレディ,ウォーエンブレム,0.00,34.00
2013105227,ステイチューン 　,2013年2月14日,松田国英 (栗東),Ｇ１レーシング,社台コーポレーション白老ファーム,白老町,,クロフネ,ヴァルパライソ,サンデーサイレンス,700.00,1922.00
2013105228, □地エスプリ 　,2013年1月31日,高橋俊之 (金沢),伊藤和彦,追分ファーム,安平町,,メイショウサムソン,エアフュージョン,シンボリクリスエス,86.70,97.50
2013105229,ランブル 　,2013年4月17日,今野貞一 (栗東),サンデーレーシング,追分ファーム,安平町,,ゼンノロブロイ,エグジジェ,Capote,0.00,0.00
2013105230,ルックトゥワイス 　,2013年4月2日,藤原英昭 (栗東),飯塚知一,追分ファーム,安平町,"3,360万円 (2013年 セレクトセール)",ステイゴールド,エスユーエフシー,Alzao,0.00,0.00
2013105231,タイセイヴィクター 　,2013年2月27日,矢作芳人 (栗東),田中成奉,追分ファーム,安平町,"2,625万円 (2013年 セレクトセール)",ヴィクトワールピサ,オネストリーダーリン,Kingmambo,110.00,290.00
2013105232,ルミナリースピン 　,2013年5月20日,奥平雅士 (美浦),中村昭博,社台コーポレーション白老ファーム,白老町,"3,240万円 (2014年 セレクトセール)",キングカメハメハ,オリジナルスピンII,Distorted Humor,380.00,880.00
2013105233,ユークリッド 　,2013年3月22日,尾関知人 (美浦),サンデーレーシング,追分ファーム,安平町,,ハービンジャー,オルティア,Saint Ballado,110.00,610.00
2013105234,オリエントワークス 　,2013年2月28日,中内田充 (栗東),Ｇ１レーシング,追分ファーム,安平町,,ワークフォース,オリエントチャーム,サンデーサイレンス,0.00,500.00
