Index,馬名,生年月日,調教師,馬主,生産者,産地,セリ取引価格,父,母,母父,POG期間賞金_半期,POG期間賞金_通年
2010105613, □地ウイングロリオサ 　,2010年4月20日,矢野久美 (佐賀),（同）ＪＰＮ技研,武田修一,新冠町,420万円 (2011年 北海道セレクションセール),クロフネ,シルクテンダー,スペシャルウィーク,0.00,21.80
2010105614, □地ルイジアナビバップ 　,2010年4月24日,山口益巳 (兵庫),阿部善武,武田修一,新冠町,,タニノギムレット,シルクラズベリー,フォーティナイナー,0.00,0.00
2010105615, □地サウスアレグリア 　,2010年4月24日,高月賢一 (川崎),南波壽,武田修一,新冠町,,マイネルセレクト,マイネアレグリア,スペシャルウィーク,45.00,56.00
2010105616,サザンドリーム 　,2010年4月6日,伊藤圭三 (美浦),南波壽,武田修一,新冠町,,スズカマンボ,リナミクドリーム,Rubiano,130.00,310.00
2010105617,クリノハンニバル 　,2010年3月5日,天間昭一 (美浦),栗本博晴,武田牧場,新冠町,,パーソナルラッシュ,ケイアイフォーユー,ボストンハーバー,0.00,0.00
2010105618, □地タマノエスペランサ 　,2010年5月22日,渡辺和雄 (大井),玉腰勇吉,武田牧場,新冠町,,ワイルドラッシュ,シャンハイレディ,シャンハイ,0.00,770.00
2010105619,ナガラ 　,2010年5月3日,柴田政見 (栗東),星野清蔵,武田牧場,新冠町,,アドマイヤムーン,スターヴェガ,Blue Ocean,0.00,0.00
2010105620,チョウワンダー 　,2010年2月28日,日吉正和 (栗東),丸山隆雄,武田牧場,新冠町,,グラスワンダー,チョウキセキ,フジキセキ,355.00,363.00
2010105621, □地ライキピア 　,2010年5月23日,森沢友貴 (兵庫),森澤憲一郎,武田牧場,新冠,,メイショウボーラー,ラッキーシーズ,カコイーシーズ,477.00,547.00
2010105622, □地ウォーターオパール 　,2010年2月6日, (地方),杉浦和也,タニグチ牧場,新冠町,63万円 (2011年 北海道オータムセール),スウェプトオーヴァーボード,アドマイヤパール,バブルガムフェロー,45.00,46.10
2010105623,テイエムナデシコ 　,2010年4月19日,山内研二 (栗東),竹園正繼,タニグチ牧場,新冠町,,ゼンノロブロイ,アワーミスレッグス,Deputy Minister,575.00,575.00
2010105624, □地ロックザパーティ 　,2010年5月18日,那俄性哲 (福山),岩元俊徳,タニグチ牧場,新冠町,,ゴールドアリュール,ウインクキラー,ミスターシービー,0.00,0.00
2010105625,ブリリアント 　,2010年5月19日,武市康男 (美浦),野谷美千,タニグチ牧場,新冠町,,ハーツクライ,エリモインプレス,エルコンドルパサー,500.00,887.40
2010105626,ヒメシャラ 　,2010年2月20日,勢司和浩 (美浦),松本俊廣,タニグチ牧場,新冠町,,マイネルラヴ,ジェニファーズルビー,Rubiano,0.00,120.00
2010105627,テイエムユキダル 　,2010年4月9日,五十嵐忠 (栗東),竹園正繼,タニグチ牧場,新冠町,,チチカステナンゴ,セレサス,カーネギー,180.00,180.00
2010105628,カネトシエフォート 　,2010年4月7日,野村彰彦 (栗東),兼松利男,タニグチ牧場,新冠町,441万円 (2011年 北海道サマーセール),スウェプトオーヴァーボード,ニシノルージュ,フジキセキ,130.00,455.00
2010105629,マイネルフィエスタ 　,2010年3月3日,中村均 (栗東),サラブレッドクラブ・ラフィアン,タニグチ牧場,新冠町,"1,260万円 (2010年 セレクトセール)",シンボリクリスエス,フェリアード,ステートリードン,110.00,310.00
2010105630, □地スターボウ 　,2010年2月22日,村上実 (岩手),佐々木寛明,タニグチ牧場,新冠町,105万円 (2011年 北海道オータムセール),テイエムサンデー,レインボーフェロー,メジロマックイーン,125.00,125.00
2010105631,ミステリーガール 　,2010年3月21日,嶋田潤 (美浦),グリーンスウォード,田渕牧場,新冠町,,リンカーン,キシングガール,Quiet American,0.00,5.60
2010105632, □地タケノリューオー 　,2010年3月11日,辻野豊 (大井),小笠原武,田渕牧場,新冠町,525万円 (2012年 北海道トレーニングセール),キングカメハメハ,パインブライト,アグネスタキオン,0.00,0.00
2010105633, □地エイブリーグレース 　,2010年5月23日,桜田浩樹 (岩手),簗田満,田渕牧場,新冠町,210万円 (2012年 北海道トレーニングセール),アドマイヤジャパン,プリティトレジャー,カコイーシーズ,84.00,84.00
2010105634, □地ハリマヤヨサコイ 　,2010年5月11日,工藤真司 (高知),西森鶴,田渕牧場,新冠町,,スターリングローズ,ヤグラシンメル,タマモクロス,70.00,480.00
2010105635,アイシスシェリーの2010 　,2010年4月7日, ,,大栄牧場,新冠町,273万円 (2012年 北海道トレーニングセール),マヤノトップガン,アイシスシェリー,マルゼンスキー,0,0
2010105636,ディレクター 　,2010年1月25日,中村均 (栗東),田島大史,大栄牧場,新冠町,347万円 (2012年 北海道トレーニングセール),マイネルラヴ,アストラルシルフ,デインヒル,0.00,0.00
2010105637, □地アルマアダーラ 　,2010年4月2日,金田一昌 (金沢),組）コウトミックレー,大栄牧場,新冠町,,マーベラスサンデー,アローム,ノーザンテースト,50.00,50.00
2010105638,タカラリード 　,2010年4月19日,小野望 (北海道),,大栄牧場,新冠町,,ファンタスティックライト,インデイアンファイル,A.P. Indy,7.50,166.10
2010105639,クラウンレガーロ 　,2010年5月6日,天間昭一 (美浦),クラウン,大栄牧場,新冠町,483万円 (2011年 北海道セレクションセール),グラスワンダー,エクストラニュース,エンドスウィープ,3329.40,4467.20
2010105640,タカラクルーズ 　,2010年4月25日,二ノ宮敬 (美浦),村山義男,大栄牧場,新冠町,,マヤノトップガン,オレンジアロマ,コマンダーインチーフ,0.00,0.00
2010105641,キタサンガディス 　,2010年4月3日,清水久詞 (栗東),大野商事,大栄牧場,新冠町,,ファスリエフ,キタサンメッセージ,キングヘイロー,0.00,0.00
2010105642, □地カオカオオイデマセ 　,2010年2月20日,高橋清顕 (地方),井上久光,大栄牧場,新冠町,,ホワイトマズル,ジョセフィーヌ,エルハーブ,128.00,173.50
2010105643,スマートホルス 　,2010年5月13日,西園正都 (栗東),大川徹,大栄牧場,新冠町,756万円 (2011年 北海道セレクションセール),マーベラスサンデー,スーパーリヴリア,リヴリア,0.00,0.00
2010105644,タカラプリンス 　,2010年2月2日,国枝栄 (美浦),村山義男,大栄牧場,新冠町,,シンボリクリスエス,タカラサイレンス,サンデーサイレンス,410.00,720.00
2010105645,シゲルカジキザ 　,2010年3月20日,中村均 (栗東),森中蕃,大栄牧場,新冠町,137万円 (2011年 北海道オータムセール),マヤノトップガン,ニシノコマチ,Miswaki,0.00,0.00
2010105646, □地グリーティングラヴ 　,2010年2月8日, (地方),井上久光,大栄牧場,新冠町,263万円 (2011年 北海道サマーセール),マイネルラヴ,ヒカルウミ,エルコンドルパサー,0.00,12.00
2010105647,ビクタートウショウの2010 　,2010年4月23日, ,,大栄牧場,新冠町,,アサクサデンエン,ビクタートウショウ,シャーディー,0,0
2010105648,タカライーグル 　,2010年3月31日,北出成人 (栗東),村山義男,大栄牧場,新冠町,,フサイチコンコルド,ホワイトピクシイ,ホワイトマズル,0.00,0.00
2010105649, □地タカラホマレ 　,2010年5月18日,田中譲二 (高知),近藤一生,大栄牧場,新冠町,,チチカステナンゴ,マルディグラ,ダンスインザダーク,35.30,39.30
2010105650, □地タカラコスナー 　,2010年5月8日,安部弘一 (愛知),（有）ホースケア,大栄牧場,新冠町,,アルカセット,リブユアドリームス,Mt. Livermore,53.20,65.50
2010105651, □地ナカヤマディーヴァ 　,2010年5月3日,村上頼章 (大井),和泉憲一,大栄牧場,新冠町,,バゴ,レビューナカヤマ,Mountain Cat,0.00,0.00
2010105652, □地スマートアレンジ 　,2010年4月19日,川島正一 (船橋),深見富朗,大作ステーブル,新冠町,,パーソナルラッシュ,アイスダンス,ジェイドロバリー,700.00,1800.00
2010105653, □地ランドクイーン 　,2010年4月3日,盛本信春 (兵庫),山口敦広,大作ステーブル,新冠町,263万円 (2011年 北海道サマーセール),サウスヴィグラス,クライインシンパシ,サクラバクシンオー,780.00,780.00
2010105654, □地サトヤン 　,2010年3月20日,千葉博次 (岩手),阿部東亜子,大作ステーブル,新冠町,,デュランダル,ゲイリークレイン,ツータイミング,78.20,78.20
2010105655,ノーブルティアラの2010 　,2010年4月5日, ,,大作ステーブル,新冠町,,パーソナルラッシュ,ノーブルティアラ,ジャングルポケット,0,0
2010105656,マリンブリッジ 　,2010年3月23日,中川公成 (美浦),岡浩二,大作ステーブル,新冠町,,アグネスタキオン,バリーバーン,エンドスウィープ,0.00,0.00
2010105657,パーソナルラヴ 　,2010年3月8日,和田正一 (美浦),三枝栄二,大作ステーブル,新冠町,630万円 (2010年 北海道セレクションセール),パーソナルラッシュ,マイラヴユアラヴ,Josr Algarhoud,0,0
2010105658, □地パワーオブシャドー 　,2010年2月12日,目迫大輔 (地方),山本直昌,大作ステーブル,新冠町,,パーソナルラッシュ,ラブリークレセント,サクラバクシンオー,0.00,0.00
2010105659, □地ブロンドムスタング 　,2010年3月9日,酒井一則 (高崎),高野葉子,中央牧場,新冠町,,タイキシャトル,イガノミッシェル,ミスターシービー,0.00,0.00
2010105660, □地ドライサンプ 　,2010年3月24日,屋敷和彦 (兵庫),（有）クローバーフォ,中央牧場,新冠町,,ニューイングランド,エデン,ジェイドロバリー,0.00,0.00
2010105661, □地フォルツァアキ 　,2010年3月31日,飯野文明 (大井),土井清,中央牧場,新冠町,,ウインラディウス,オヨネ,ブラックホーク,0.00,0.00
2010105662, □地サンクスプリンセス 　,2010年4月10日,黒木豊 (金沢),関昭一,中央牧場,新冠町,,ティンバーカントリー,クインクインクイン,フジキセキ,20.00,20.00
2010105663,ヴィヴィッド 　,2010年3月13日,小野次郎 (美浦),高野葉子,中央牧場,新冠町,,タップダンスシチー,グラデーション,アグネスカミカゼ,0.00,0.00
2010105664,シゲルサンカクザ 　,2010年4月29日,西橋豊治 (栗東),森中蕃,中央牧場,新冠町,,キャプテンスティーヴ,シゲルユウボウカブ,グラスワンダー,0.00,0.00
2010105665,シゲルツルザ 　,2010年5月7日,小原伊佐 (栗東),森中蕃,中央牧場,新冠町,,キャプテンスティーヴ,シゲルラブスカイ,ボストンハーバー,130.00,130.00
2010105666,シゲルリブラ 　,2010年3月29日,田中章博 (栗東),ブルアンドベア,中央牧場,新冠町,,アドマイヤドン,チュウオーサーヤ,ディアブロ,75.00,75.00
2010105667, □地ミサノリュウギョク 　,2010年4月26日,酒井一則 (高崎),竹森幹雄,中央牧場,新冠町,,マイネルラヴ,ミサ,バブルガムフェロー,0.00,0.00
2010105668, □地ミサノササメユキ 　,2010年4月24日,柏原誠路 (兵庫),竹森幹雄,中央牧場,新冠町,,ネーミングライツ,ミユキ,アドマイヤベガ,0.00,0.00
2010105669, □地ノースアイリス 　,2010年3月16日,米川伸也 (北海道),早川正行,対馬正,新冠町,,サウスヴィグラス,ウイッシュウイング,バブルガムフェロー,0.00,0.00
2010105670,マンリー 　,2010年4月1日,和田正道 (美浦),古賀和夫,対馬正,新冠町,,マイネルラヴ,ウィンブルーム,オース,0.00,905.00
2010105671,フィンガークロス 　,2010年5月15日,和田正道 (美浦),古賀和夫,対馬正,新冠町,,バブルガムフェロー,カズサフラワー,サクラバクシンオー,0.00,0.00
2010105672, □地マトリカリア 　,2010年2月25日,加藤幸保 (笠松),吉田銘一,対馬正,新冠町,,フジキセキ,サクラソレイユ,サクラユタカオー,0.00,0.00
2010105673,フクノアルナイル 　,2010年2月8日,土田稔 (美浦),福島実,対馬正,新冠町,53万円 (2011年 北海道オータムセール),メイショウボーラー,シマリングゲージ,Green Desert,110.00,110.00
2010105674,ファットタイム 　,2010年5月15日,大和田成 (美浦),阿部幸暉,対馬正,新冠町,,ジャングルポケット,シルクヴァルキリー,マーベラスサンデー,0.00,0.00
2010105675, □地カシノファンタジー 　,2010年2月3日,山田勇 (佐賀),柏木務,対馬正,新冠町,,ファンタスティックライト,シルクロマンス,Benny the Dip,33.50,39.00
2010105676, □地タマモベルモット 　,2010年5月12日,小久保智 (浦和),タマモ（株）,対馬正,新冠町,,ゼンノロブロイ,チャームラブ,フレンチデピュティ,700.00,952.00
2010105677, □地ヒバゴンエース 　,2010年5月17日,那俄性哲 (福山),宮沢健,対馬正,新冠町,242万円 (2012年 北海道トレーニングセール),ブラックホーク,テンリョウヒメ,アドマイヤベガ,80.00,81.70
2010105678,ナイスアリウム 　,2010年5月10日,和田正道 (美浦),和田牧場,対馬正,新冠町,,スズカマンボ,ナリタジェンヌ,フォーティナイナー,0.00,0.00
2010105679,ケイキカネタヤス 　,2010年3月20日,池添兼雄 (栗東),横瀬兼二,対馬正,新冠町,,アグネスデジタル,プリティタヤス,マーベラスサンデー,0.00,0.00
2010105680, □地サマーレイラ 　,2010年2月17日,矢野久美 (佐賀),松田清子,対馬正,新冠町,,ステイゴールド,ミスカスウェル,Seattle Slew,0.00,0.00
2010105681, □地ブレイブザストーム 　,2010年2月7日,高月賢一 (川崎),（同）ＪＰＮ技研,対馬正,新冠町,210万円 (2011年 北海道サマーセール),スズカマンボ,ラヴリゼット,ジャングルポケット,45.00,58.20
2010105682, □地ウォータープライド 　,2010年3月4日,塚田隆男 (愛知),山岡良一,辻和明,新冠町,,マイネルラヴ,キョウワセイラン,タイキシャトル,686.00,2006.80
2010105683,エルサージュ 　,2010年5月17日, ,,津田牧場,新冠町,,バゴ,エルゼフィ,Machiavellian,0,0
2010105684, □地リトルマドンナ 　,2010年4月28日,栗本陽一 (笠松),鈴木和彦,津田牧場,新冠町,158万円 (2011年 北海道オータムセール),サクラバクシンオー,リトルグローリアス,キンググローリアス,72.00,104.60
2010105685, □地シャークスペンサー 　,2010年3月23日, (地方),鮫島明洋,つつみ牧場,新冠町,,スパイキュール,ウィングマグノリア,テンビー,105.00,126.40
2010105686,コスモトップレディの2010 　,2010年4月10日, ,,つつみ牧場,新冠町,158万円 (2011年 北海道オータムセール),リンカーン,コスモトップレディ,カコイーシーズ,0,0
2010105687, □地マチュピチュ 　,2010年4月24日,高橋優子 (金沢),谷川幸男,つつみ牧場,新冠町,,ニューイングランド,スイートヒカル,ブライアンズタイム,63.30,90.00
2010105688,スナークビクトリアの2010 　,2010年3月9日, ,,つつみ牧場,新冠町,105万円 (2011年 北海道オータムセール),サムライハート,スナークビクトリア,フサイチコンコルド,0,0
2010105689, □地アイムレディ 　,2010年3月19日,佐々木洋 (大井),大志総合企画（株）,堤牧場,新冠町,,スリリングサンデー,カッティングウェイ,Cutlass,49.00,49.00
2010105690, □地トップダンサー 　,2010年3月4日,大崎順司 (北海道),森永睦夫,堤牧場,新冠町,,タップダンスシチー,シルクアクエリアス,アドマイヤベガ,6.00,6.00
2010105691, □地ピースファイブ 　,2010年2月22日,加藤和宏 (金沢),関忠信,堤牧場,新冠町,,フサイチコンコルド,シルクグラフィック,ブライアンズタイム,0.00,0.00
2010105692, □地シナノスコルピオン 　,2010年4月15日,高月賢一 (川崎),小林勝,堤牧場,新冠町,105万円 (2011年 北海道サマーセール),トワイニング,シルクジュリエット,マーベラスサンデー,30.00,185.90
2010105693,シルクロザリオの2010 　,2010年2月12日, ,,堤牧場,新冠町,630万円 (2011年 北海道サマーセール),プリサイスエンド,シルクロザリオ,ダンスインザダーク,0,0
2010105694, □地アンデス 　,2010年4月11日,倉地学 (愛知),伊藤將,堤牧場,新冠,,ブラックホーク,メイプレンピーチ,マーベラスサンデー,220.00,226.70
2010105695, □地カツゲキドラマ 　,2010年4月7日,八木仁 (川崎),野々垣正義,飛渡牧場,新冠町,,クロフネ,アジアンリゾート,Capote,1120.00,1120.00
2010105696,イタリアンドレスの2010 　,2010年4月30日, ,,飛渡牧場,新冠町,,ネオユニヴァース,イタリアンドレス,トニービン,0,0
2010105697,クールオトヒメ 　,2010年5月9日,矢野英一 (美浦),川上哲司,飛渡牧場,新冠町,315万円 (2011年 北海道サマーセール),ステイゴールド,エーピーソワレ,コマンダーインチーフ,0.00,0.00
2010105698,ジェイドストリークの2010 　,2010年4月15日, ,,飛渡牧場,新冠町,273万円 (2011年 北海道オータムセール),キングヘイロー,ジェイドストリーク,ジェイドロバリー,0,0
2010105699, □地クリノエベレスト 　,2010年3月14日,橋本忠明 (地方),栗本八江,飛渡牧場,新冠町,431万円 (2011年 北海道サマーセール),マヤノトップガン,スパークアロー,ミスターシービー,103.50,278.50
2010105700, □地ノアメロディ 　,2010年3月31日,鷹見浩 (大井),佐山公男,飛渡牧場,新冠町,284万円 (2011年 北海道サマーセール),シニスターミニスター,セレスアドラーブル,コマンダーインチーフ,0.00,179.00
2010105701, □地カリーノベルタ 　,2010年5月9日,荒山義則 (兵庫),山口敦広,飛渡牧場,新冠町,105万円 (2011年 北海道サマーセール),トーセンダンス,フジヤマサクラ,クロフネ,86.50,86.50
2010105702,アルファカリナエ 　,2010年1月28日,牧浦充徳 (栗東),谷掛龍夫,富本茂喜,新冠町,630万円 (2011年 北海道オータムセール),ネオユニヴァース,アタラマ,Sadler's Wells,0.00,0.00
2010105703, □地ゴーゴーパレード 　,2010年5月5日,大塚信次 (兵庫),淵上勝夫,富本茂喜,新冠町,263万円 (2012年 北海道トレーニングセール),コパノフウジン,グレイスフル,ブラックタイアフェアー,0.00,145.00
2010105704, □地ユキノイナズマ 　,2010年5月28日,森沢友貴 (兵庫),松岡幸男,豊巻牧場,新冠町,,スウェプトオーヴァーボード,エクスフラワー,スペシャルウィーク,0.00,37.40
2010105705, □地ユキノクレオパトラ 　,2010年4月13日,西川精治 (兵庫),松岡幸男,豊巻牧場,新冠町,,スターリングローズ,シンセイコンコルド,フサイチコンコルド,98.60,125.60
2010105706, □地キレアジ 　,2010年5月27日,安部弘一 (地方),（有）ホースケア,豊巻牧場,新冠町,,マヤノトップガン,ヒロサンシャイン,ダンスインザダーク,34.50,59.00
2010105707, □地ユキノドルフィン 　,2010年5月8日,住吉朝男 (兵庫),松岡幸男,豊巻牧場,新冠町,,トーホウエンペラー,レッドインパルス,ヘクタープロテクター,35.00,73.50
2010105708, □地ユキノシーザー 　,2010年5月28日,栗林徹治 (兵庫),松岡孝子,豊巻牧場,新冠町,,トワイニング,レッドクレオパトラ,タヤスツヨシ,0.00,74.50
2010105709, □地ツヤマル 　,2010年3月12日, (地方),安高清一郎,土井牧場,新冠町,630万円 (2011年 北海道サマーセール),クロフネ,オートマリア,フジキセキ,0.00,9.30
2010105710, □地ドリームゴーゴー 　,2010年4月22日,内田勝義 (川崎),（株）ドリームターフ,堂島牧場,新冠町,,プリサイスエンド,ドリームレインボー,カコイーシーズ,780.00,1106.00
2010105711,センラン 　,2010年3月25日,相沢郁 (美浦),河内孝夫,中地康弘,新冠町,,ルールオブロー,イチノヤジョウ,アジュディケーティング,180.00,180.00
2010105712,テレビ 　,2010年2月11日, ,,中地康弘,新冠町,,メイショウサムソン,オジャッタモンセ,クロフネ,0,0
2010105713,ヤマトツバキ 　,2010年4月18日,小西一男 (美浦),河内孝夫,中地康弘,新冠町,,アドマイヤジャパン,フブキジョウ,アジュディケーティング,0.00,46.00
2010105714,ハコダテナイト 　,2010年3月14日,小西一男 (美浦),河内孝夫,中地康弘,新冠町,,アルカセット,ラヴリージョウ,フレンチデピュティ,780.00,1900.00
2010105715, □地ストロングボンド 　,2010年5月31日,堀江仁 (大井),鈴木伸哉,中地義次,新冠町,,オンファイア,カミノスキー,マルゼンスキー,200.00,242.00
2010105716,カシノワルツ 　,2010年4月22日,二本柳俊 (美浦),柏木務,中地義次,新冠町,158万円 (2012年 九州トレーニングセール),ローエングリン,マキノワルツ,ダンスインザダーク,585.00,1485.00
2010105717, □地ラピード 　,2010年5月31日,山本健二 (愛知),岩田吉彦,中村農場,新冠町,,フサイチリシャール,ラムールバンブー,タイトスポット,64.00,64.00
2010105718, □地マイネルリネージ 　,2010年4月27日,伊藤勝己 (愛知),（有）ホースケア,中本隆志,新冠町,420万円 (2011年 北海道セレクションセール),ニューイングランド,ディマー,Caerleon,0.00,55.20
2010105719,プリズンブレーク 　,2010年3月29日,中川公成 (美浦),細谷典幸,中本隆志,新冠町,357万円 (2011年 北海道オータムセール),デュランダル,ヒミノオトヒメ,コマンダーインチーフ,75.00,195.00
2010105720, □地フウチャン 　,2010年3月10日, (地方),小林祥晃,中本隆志,新冠町,210万円 (2011年 北海道サマーセール),サウスヴィグラス,フロントアクセス,トニービン,2.40,3.10
2010105721,キーヴュー 　,2010年3月31日,柴田光陽 (栗東),北前孔一郎,中本牧場,新冠町,,ヤマニンセラフィム,ウエルシュクイーン,Caerleon,0.00,0.00
2010105722, □地アザーン 　,2010年5月30日,成田明 (愛知),（同）ＪＰＮ技研,中本牧場,新冠町,105万円 (2011年 北海道オータムセール),アジュディケーティング,グローリサンディ,エイシンサンディ,88.00,130.90
2010105723,タカエイチフジの2010 　,2010年3月30日, ,,中本牧場,新冠町,,アジュディケーティング,タカエイチフジ,ジェニュイン,0,0
2010105724,ユウターアルテミスの2010 　,2010年3月25日, ,,中本牧場,新冠町,,ヤマニンセラフィム,ユウターアルテミス,マイネルラヴ,0,0
2010105725, □地アカツキファースト 　,2010年4月29日,堀江仁 (大井),原田曉男,中本牧場,新冠町,347万円 (2012年 北海道トレーニングセール),オンファイア,ユウターシャダイ,ワージブ,37.50,37.50
2010105726, □地ゴールドベア 　,2010年3月25日,恵多谷豊 (北海道),熊谷孝也,中本牧場,新冠町,,トーセンダンス,ユウターテンション,ホリスキー,25.50,25.50
2010105727, ○地ハルコマチ 　,2010年5月31日,星野忍 (美浦),松尾正,中本牧場,新冠町,,タイムパラドックス,ユウターマライア,ダンスインザダーク,0.00,0.00
2010105728,ボールドミック 　,2010年4月5日,蛯名利弘 (美浦),増田陽一,長沼幸一,新冠町,,エアジハード,ダイナミックシャン,ミホノブルボン,0.00,0.00
2010105729,ドリームマークス 　,2010年4月30日,池上昌弘 (美浦),ライオンレースホース,長沼幸一,新冠町,,フサイチリシャール,ローレンシーバード,セキテイリュウオー,1178.40,1178.40
2010105730, □地ゴールドノッカー 　,2010年5月17日,米川伸也 (北海道),長浜忠,長浜忠,新冠町,,ナイキアディライト,カネショウベガ,ナグルスキー,16.50,16.50
2010105731, □地ステラシスネ 　,2010年4月11日,遠藤茂 (大井),荻野亮,長浜忠,新冠町,,ルールオブロー,キョウワアゲハ,トニービン,0.00,0.00
2010105732, □地シスネ 　,2010年3月2日, (地方),荻野亮,長浜忠,新冠町,,サムライハート,キョウワスピカ,オグリキャップ,25.00,25.00
2010105733, □地ピックザロック 　,2010年3月1日,佐藤祐司 (岩手),（有）ホースケア,長浜忠,新冠町,,ケイムホーム,シャフィガ,Woodman,7.50,31.50
2010105734, □地フジクレオパトラ 　,2010年5月22日,安部弘一 (愛知),（有）ホースケア,長浜忠,新冠町,,アドマイヤドン,フジブルーハート,チーフベアハート,21.10,24.60
2010105735, □地ラピドアマポーラ 　,2010年4月9日,山田正実 (川崎),伊藤將,長浜忠,新冠町,,マイネルセレクト,メイショウマイヒメ,トウショウボーイ,72.00,124.10
2010105736, □地キンショーゴールド 　,2010年3月30日,黒田隆男 (兵庫),礒野日出夫,長浜秀昭,新冠町,263万円 (2011年 北海道オータムセール),マーベラスサンデー,アリママリア,トウカイテイオー,0.00,31.20
2010105737, □地シュクエレガンス 　,2010年3月14日,熊谷昇 (岩手),長沢茂,長浜秀昭,新冠町,,グラスワンダー,イシノエレガンス,ダンスインザダーク,0.00,0.00
2010105738, □地パッショーナ 　,2010年4月25日,国沢輝幸 (高知),西村光生,長浜秀昭,新冠町,,タップダンスシチー,オペラアイ,オペラハウス,0.50,9.70
2010105739, □地シゲルオオイヌザ 　,2010年4月28日,九日俊光 (佐賀),森中蕃,長浜秀昭,新冠町,,ストーミングホーム,シゲルホタカヤマ,スペシャルウィーク,0.00,37.80
2010105740, □地シゲルカミノケザ 　,2010年2月7日,伊藤滋規 (地方),森中蕃,長浜秀昭,新冠町,,リンカーン,シゲルヨリツキ,コマンダーインチーフ,180.00,333.00
2010105741, □地プロギオス 　,2010年3月12日,山口浩幸 (兵庫),吉岡秀宜,長浜秀昭,新冠町,,ショウナンカンプ,ローレルフウカ,バブルガムフェロー,0.00,1.80
2010105742,キャメロンロード 　,2010年3月25日,和田雄二 (美浦),森保彦,長浜牧場,新冠町,263万円 (2011年 北海道サマーセール),デュランダル,オーデコロン,ボストンハーバー,0.00,575.00
2010105743,クレバーカイオウ 　,2010年3月14日,小西一男 (美浦),岡崎牧場,長浜牧場,新冠町,578万円 (2011年 北海道セレクションセール),ファスリエフ,オードトワレ,コマンダーインチーフ,1055.00,1165.00
2010105744, □地グランパドゥシャ 　,2010年2月21日,晴山厚司 (岩手),田中徳夫,長浜牧場,新冠町,200万円 (2011年 北海道オータムセール),ケイムホーム,ダンシングナウ,ダンシングブレーヴ,0.00,0.00
2010105745,トウカイバイタル 　,2010年2月28日,安田隆行 (栗東),内村正則,長浜牧場,新冠町,,キングカメハメハ,トウカイティアラ,サンデーサイレンス,0.00,845.00
2010105746,クリノサガルマータ 　,2010年5月18日,武田博 (栗東),栗本博晴,長浜牧場,新冠町,,リンカーン,ドリームストーリー,リアルシャダイ,0.00,0.00
2010105747, □地ブラックジャック 　,2010年4月25日,高月賢一 (川崎),福山博徳,長浜牧場,新冠町,210万円 (2011年 北海道サマーセール),マイネルラヴ,フサイチバナナ,Red Ransom,50.00,50.00
2010105748, □地アナタナラドウスル 　,2010年4月25日,井上孝彦 (笠松),小菅誠,新冠伊藤牧場,新冠町,,アドマイヤドン,ツクバノーブル,アサティス,126.00,126.00
2010105749,ステラフェリーチェ 　,2010年4月12日,小原伊佐 (栗東),ヒダカファーム,新冠伊藤牧場,新冠町,,フサイチリシャール,ハッピースター,ソヴィエトスター,0.00,0.00
2010105750,タマモマナムスメ 　,2010年4月3日,五十嵐忠 (栗東),タマモ,新冠伊藤牧場,新冠町,,マンハッタンカフェ,ヒトリムスメ,アフリート,0.00,550.00
2010105751,タガノポパイ 　,2010年5月8日,田中章博 (栗東),八木良司,新冠タガノファーム,新冠町,,タガノマイバッハ,アイウェイトスター,タイトスポット,0,0
2010105752,アスカノヒミコの2010 　,2010年4月7日, ,,新冠タガノファーム,新冠町,,タニノギムレット,アスカノヒミコ,タバスコキャット,0,0
2010105753,タガノヴェルサーレ 　,2010年1月26日,本田優 (栗東),八木良司,新冠タガノファーム,新冠町,,ジャングルポケット,ヴィオレットステラ,INVINCIBLE SPIRIT,0.00,0.00
2010105754,タガノミューチャン 　,2010年4月13日,浅見秀一 (栗東),八木良司,新冠タガノファーム,新冠町,,ハーツクライ,エイシンミュー,スピニングワールド,1959.40,2459.40
2010105755,タガノチャングン 　,2010年4月29日,小原伊佐 (栗東),八木良司,新冠タガノファーム,新冠町,,アルカセット,キャンディカラー,フジキセキ,0.00,0.00
2010105756,タガノランス 　,2010年2月22日,五十嵐忠 (栗東),八木良司,新冠タガノファーム,新冠町,,タニノギムレット,スペシャルディナー,スペシャルウィーク,0,0
2010105757,タガノシェルム 　,2010年3月2日,小原伊佐 (栗東),八木良司,新冠タガノファーム,新冠町,,タガノゲルニカ,タガノアンクルベル,メイショウドトウ,0.00,50.00
2010105758,ヴィトレスク 　,2010年2月23日,岡田稲男 (栗東),八木昌司,新冠タガノファーム,新冠町,,チチカステナンゴ,タガノクィーン,サンデーサイレンス,0.00,189.00
2010105759, ○地タガノゴージャス 　,2010年4月19日,鈴木孝志 (栗東),八木良司,新冠タガノファーム,新冠町,,キングカメハメハ,タガノグラマラス,スペシャルウィーク,0.00,0.00
2010105760,タガノシャルマンの2010 　,2010年2月3日, ,,八木牧場,新冠町,,ネオユニヴァース,タガノシャルマン,トニービン,0,0
2010105761,アスカノトゥーレ 　,2010年4月19日,川村禎彦 (栗東),豊田智郎,新冠タガノファーム,新冠町,,タガノマイバッハ,タガノトゥーリ,グラスワンダー,50.00,96.00
