Index,馬名,生年月日,調教師,馬主,生産者,産地,セリ取引価格,父,母,母父,POG期間賞金_半期,POG期間賞金_通年
2011109199, □地クラトリアゲイン 　,2011年3月17日,土井道隆 (地方),徳重実幸,徳重正幸,鹿児島県,,マルカダイシス,レディマニフェスト,サンシャック,69.60,201.60
2011109200,クインコンコルドの2011 　,2011年4月8日, ,,戸田ゆり子,宮崎県,,ロドリゴデトリアーノ,クインコンコルド,エックスコンコルド,0,0
2011109201, □地カシノサプライズ 　,2011年2月8日,山下定文 (愛知),柏木務,戸田ゆり子,宮崎県,,ロドリゴデトリアーノ,ゴールドサプライズ,アフリート,0.00,1.90
2011109202,ダイゴピリカの2011 　,2011年4月11日, ,,戸田ゆり子,宮崎県,,ロイヤルウエスト,ダイゴピリカ,オペラハウス,0,0
2011109203, □地カシノエーデル 　,2011年4月9日,山下定文 (愛知),柏木務,新保牧場,鹿児島県,158万円 (2012年 九州1歳市場),ダンディコマンド,スペシャルビビー,スペシャルウィーク,280.00,280.00
2011109204, □地テッペン 　,2011年2月5日,尾林幸二 (兵庫),服部文明,服部文明,鹿児島県,,ロドリゴデトリアーノ,ダイイチカネクラ,フォーティナイナー,25.70,454.40
2011109205, □地カシノミント 　,2011年4月7日,東美義 (佐賀),柏木務,服部文明,鹿児島県,116万円 (2012年 九州1歳市場),ロドリゴデトリアーノ,フォーティサンデー,フォーティナイナー,0.00,18.50
2011109206,マルシゲサクラ 　,2011年3月28日,武田博 (栗東),坂東島繁藤,坂東島繁藤,鹿児島県,,サクラプレジデント,クローバタテヤマ,ソウルオブザマター,0.00,0.00
2011109207,アスカタキオン 　,2011年2月18日,崎山博樹 (栗東),梶原重雄,松元登,鹿児島県,179万円 (2013年 九州トレーニングセール),ロドリゴデトリアーノ,トロピカルロマンス,アグネスタキオン,0.00,0.00
2011109208, □地ユメイッパイ 　,2011年4月15日,野田忍 (兵庫),吉永一馬,吉永ファーム,鹿児島県,,ダンディコマンド,キョウエイミニヨン,トニービン,34.20,49.80
2011109209, □地キスシテホシイ 　,2011年4月5日,尾原強 (兵庫),吉永一馬,吉永ファーム,鹿児島県,,ダンディコマンド,スティルヘブン,チーフベアハート,0.00,9.00
2011109210,トライバル 　,2011年3月28日,菅原泰夫 (美浦),篠木俊二,篠木牧場,福島県,,リンカーン,トライマイクイン,ラストタイクーン,0.00,0.00
2011109211,カツラオー 　,2011年4月23日,菅原泰夫 (美浦),篠木俊二,篠木牧場,茨城県,,スクリーンヒーロー,ヒヤマクインダム,トウショウサミット,0.00,0.00
2011109212,サンライトクロユリの2011 　,2011年3月26日, ,,北総ファーム,千葉県,,ヘイアンワイルド,サンライトクロユリ,フジキセキ,0,0
2011109213, □地ホクソウショコラ 　,2011年5月23日,杉山康史 (大井),林作一,北総ファーム,千葉県,,ヘイアンワイルド,スズランメイク,デヒア,0.00,0.00
2011109214,ヒカルセレーネの2011 　,2011年3月19日, ,,北総ファーム,千葉県,,ハイパーディライト,ヒカルセレーネ,アグネスタキオン,0,0
2011109215, □地アクアシェーン 　,2011年5月20日,宗綱泰彦 (金沢),高橋誠,山田雅章,千葉県,,ダイワレイダース,ベビーブーン,トニービン,0.00,0.00
2011109216,ホノカチャンの2011 　,2011年4月17日, ,,栗山道郎,茨城県,,ダイワレイダース,ホノカチャン,ファルブラヴ,0,0
2011109217, □地ダイセンパイ 　,2011年3月27日,高橋三郎 (大井),細川勝也,栗山道郎,茨城県,,ダイワレイダース,ルリイロノチキュウ,Gone West,160.00,300.00
2011109218, □地トミサトキング 　,2011年6月11日,宮浦正行 (大井),篠原義行,東京大学大学院農学生命科学研究科附属牧場,茨城県,,ダンツシアトル,カチャーシー,サッカーボーイ,0.00,120.00
2011109219, □地トミサトローズ 　,2011年3月4日,川村守男 (浦和),篠原義行,東京大学大学院農学生命科学研究科附属牧場,茨城県,,ダンツシアトル,ピアニシモタッチ,In the Wings,22.10,22.10
2011109220,メイフローラ 　,2011年1月29日,松山康久 (美浦),千明牧場,千明牧場,日高町,,ジャングルポケット,シュガーミント,アグネスタキオン,0.00,0.00
2011109221, □地メイブルーラグーン 　,2011年4月17日,新山広道 (愛知),欠畑圭一,千明牧場,日高町,,キングカメハメハ,メイグレイス,ネオユニヴァース,0.00,0.00
2011109222, □地ミラクルヴォーグ 　,2011年4月8日, (地方),（株）ファーストビジ,千明牧場,日高町,,フジキセキ,メイマドンナ,シンボリクリスエス,50.00,60.50
2011109223,スウォードデジタルの2011 　,2011年3月8日, ,,千明牧場,浦河町,,タイキシャトル,スウォードデジタル,アグネスデジタル,0,0
2011109224, □地エチゴヒメランラン 　,2011年4月17日,小野寺晋 (大井),宮嶋国夫,大平勤,宮城県,,シルバーチャーム,マイキャンディー,マイニング,16.00,16.00
2011109225, □地カゼノモリ 　,2011年3月25日,青山義明 (金沢),（有）ホースケア,佐藤庄一,宮城県,,ブラックタイド,ビービーシャイン,オペラハウス,8.90,8.90
2011109226, □地ダテフジ 　,2011年4月6日,嶋田幸晴 (大井),阿部東亜子,菅井澄,宮城県,,ロイヤルウエスト,サンバルンバトート,サクラバクシンオー,48.00,48.00
2011109227, □地ダテノネオシティ 　,2011年5月7日,野口孝 (浦和),関駿也,関兵牧場,宮城県,,ダンスインザダーク,クリプトコンデッサ,Cryptoclearance,0.00,45.00
2011109228,スプリームサンダー 　,2011年4月21日,清水英克 (美浦),関駿也,関兵牧場,宮城県,,ゴールドアリュール,スプリームライアン,メジロライアン,70.00,80.00
2011109229,ダテノトライアンフ 　,2011年4月3日,清水英克 (美浦),関駿也,関兵牧場,宮城県,,ゴールドアリュール,ビッグトワイニング,トワイニング,185.00,735.00
2011109230, □地ダテノライジング 　,2011年5月26日,野口孝 (浦和),関駿也,関兵牧場,宮城県,,アドマイヤジャパン,ミヤギアロー,ダンシングブレーヴ,13.00,27.30
2011109231,フッコウダマシイ 　,2011年4月1日,清水英克 (美浦),関駿也,関兵牧場,宮城県,,クロフネ,ワンオブサウザンド,ステイゴールド,0.00,0.00
2011109232, □地リンノデピュティ 　,2011年4月1日,中川竜馬 (佐賀),酒井孝敏,早坂牧場,宮城県,158万円 (2012年 北海道サマーセール),エイシンデピュティ,ヒダカビジン,フジキセキ,62.00,121.60
2011109233,ダテノレスペデーザ 　,2011年2月17日,白井寿昭 (栗東),関駿也,関兵牧場,宮城県,,スペシャルウィーク,アジュディケーター,アジュディケーティング,0.00,240.00
2011109234,キズナエンドレス 　,2011年5月4日,宗像義忠 (美浦),関駿也,関兵牧場,宮城県,,ステイゴールド,サクラエンドレス,サクラユタカオー,0.00,500.00
2011109235,フルアヘッド 　,2011年3月2日,浅見秀一 (栗東),関駿也,関兵牧場,宮城県,,ダイワメジャー,シルバーシャワーズ,Zilzal,180.00,180.00
2011109236,グリーンスマッシャの2011 　,2011年5月12日, ,,恵比寿興業株式会社那須野牧場,栃木県,,マンハッタンカフェ,グリーンスマッシャ,グルームダンサー,0,0
2011109237, □地プリミティブラブ 　,2011年6月9日,瀬戸幸一 (岩手),（株）グリーンファー,恵比寿興業株式会社那須野牧場,栃木県,,ゼンノロブロイ,サンセットバレー,グルームダンサー,70.00,270.00
2011109238,ナスノアオバ 　,2011年4月9日,小笠倫弘 (美浦),那須野牧場,恵比寿興業株式会社那須野牧場,栃木県,,ネオユニヴァース,ナスノフィオナ,ホワイトマズル,680.00,1678.90
2011109239,ネーラペルレ 　,2011年5月17日,竹内正洋 (美浦),グリーンファーム,恵比寿興業株式会社那須野牧場,栃木県,,キングカメハメハ,ポンテペルレ,Green Desert,0.00,60.00
2011109240,ユーフォード 　,2011年5月6日,藤岡健一 (栗東),那須野牧場,恵比寿興業株式会社那須野牧場,栃木県,,フジキセキ,ユーチャリス,Boundary,0,0
2011109241,ナスノヤマカゼ 　,2011年4月14日,加用正 (栗東),那須野牧場,恵比寿興業株式会社那須野牧場,栃木県,,ファスリエフ,オートクチュール,アグネスタキオン,0,0
2011109242, □地トチノキセキ 　,2011年2月18日, (地方),阿部東亜子,恵比寿興業株式会社那須野牧場,栃木県,168万円 (2012年 北海道オータムセール),ヨハネスブルグ,トゥインクルタイム,フジキセキ,45.00,102.20
2011109243, □地ナスノケリー 　,2011年3月14日,千葉博次 (岩手),谷謙介,恵比寿興業株式会社那須野牧場,栃木県,,ゼンノロブロイ,ナスノテイラー,トニービン,0.00,8.40
2011109244, □地キネオイーグル 　,2011年1月12日,内田勝義 (川崎),吉田千津,恵比寿興業株式会社那須野牧場,栃木県,"1,890万円 (2011年 セレクトセール)",ハーツクライ,ブゼンキャンドル,モガミ,0.00,0.00
2011109245,サンライズメシア 　,2011年5月22日,河内洋 (栗東),松岡隆雄,前田宗将,新ひだか町,"1,733万円 (2012年 北海道セレクションセール)",キングカメハメハ,Miss Aircraft,Marquetry,0.00,0.00
2011109246, □地ビューティフルラン 　,2011年2月13日,城地俊光 (岩手),藤村忠三郎,恵比寿興業株式会社那須野牧場,栃木県,,タニノギムレット,クロスマイハート,スペシャルウィーク,0.00,0.00
2011109247,シルクセレブレイトの2011 　,2011年5月9日, ,,天栄牧場,福島県,,プリサイスエンド,シルクセレブレイト,ダンスインザダーク,0,0
2011109248, □地タカイチトミコサン 　,2011年3月31日, (地方),高橋一郎,天栄牧場,福島県,,マンハッタンカフェ,テンエイキララ,タイキシャトル,0.00,0.00
2011109249,テンエイハトリコの2011 　,2011年4月16日, ,,天栄牧場,福島県,,フサイチコンコルド,テンエイハトリコ,ブライアンズタイム,0,0
2011109250, □地テンエイレター 　,2011年4月15日,宇野木数 (浦和),熊坂由美子,天栄牧場,福島県,,プリサイスエンド,テンエイミューズ,スペシャルウィーク,20.00,20.00
2011109251,パーソナルテンエイの2011 　,2011年3月24日, ,,天栄牧場,福島県,,フサイチコンコルド,パーソナルテンエイ,ダンスインザダーク,0,0
2011109252,パーソナルレターの2011 　,2011年4月14日, ,,天栄牧場,福島県,,ファンタスティックライト,パーソナルレター,Mr. Prospector,0,0
2011109253, □地ウルフマンジャック 　,2011年5月31日,栗田裕光 (大井),二口雅一,Ｕ・Ｍ・Ａ,新ひだか町,,ノボジャック,カイガイポリスワン,ハウスバスター,0.00,36.00
2011109254,ザコンテンダー 　,2011年5月22日,大竹正博 (美浦),栗山良子,新井昭二,日高町,,グラスワンダー,ゲイリーウェイ,Mr. Greeley,0.00,0.00
2011109255, □地エンプレスアイル 　,2011年3月17日,井上孝彦 (笠松),浅井隆夫,高橋啓,平取町,,リンカーン,ノーブルライト,Giant's Causeway,0.00,50.00
2011109256, □地ナックプリンセス 　,2011年3月16日, (地方),小松欣也,荒谷牧場,青森県,,ストーミングホーム,カズサヴァンベール,チーフベアハート,56.00,56.00
2011109257, □地ナックザキング 　,2011年5月9日,香取和孝 (大井),小松欣也,荒谷牧場,青森県,,ルールオブロー,リトルラフ,Private Terms,0.00,0.00
2011109258,,,,,,,,,,,,
2011109259,,,,,,,,,,,,
2011109260,,,,,,,,,,,,
2011109261,,,,,,,,,,,,
2011109262,,,,,,,,,,,,
2011109263,,,,,,,,,,,,
2011109264,,,,,,,,,,,,
2011109265,,,,,,,,,,,,
2011109266,,,,,,,,,,,,
2011109267,,,,,,,,,,,,
2011109268,,,,,,,,,,,,
2011109269,,,,,,,,,,,,
2011109270,,,,,,,,,,,,
2011109271,,,,,,,,,,,,
2011109272,,,,,,,,,,,,
2011109273,,,,,,,,,,,,
2011109274,,,,,,,,,,,,
2011109275,,,,,,,,,,,,
2011109276,,,,,,,,,,,,
2011109277,,,,,,,,,,,,
2011109278,,,,,,,,,,,,
2011109279,,,,,,,,,,,,
2011109280,,,,,,,,,,,,
2011109281,,,,,,,,,,,,
2011109282,,,,,,,,,,,,
2011109283,,,,,,,,,,,,
2011109284,,,,,,,,,,,,
2011109285,,,,,,,,,,,,
2011109286,,,,,,,,,,,,
2011109287,,,,,,,,,,,,
2011109288,,,,,,,,,,,,
2011109289,,,,,,,,,,,,
2011109290,,,,,,,,,,,,
2011109291,,,,,,,,,,,,
2011109292,,,,,,,,,,,,
2011109293,,,,,,,,,,,,
2011109294,,,,,,,,,,,,
2011109295,,,,,,,,,,,,
2011109296,,,,,,,,,,,,
2011109297,,,,,,,,,,,,
2011109298,,,,,,,,,,,,
2011109299,,,,,,,,,,,,
2011109300,,,,,,,,,,,,
2011109301,,,,,,,,,,,,
2011109302,,,,,,,,,,,,
2011109303,,,,,,,,,,,,
2011109304,,,,,,,,,,,,
2011109305,,,,,,,,,,,,
2011109306,,,,,,,,,,,,
2011109307,,,,,,,,,,,,
2011109308,,,,,,,,,,,,
2011109309,,,,,,,,,,,,
2011109310,,,,,,,,,,,,
2011109311,,,,,,,,,,,,
2011109312,,,,,,,,,,,,
2011109313,,,,,,,,,,,,
2011109314,,,,,,,,,,,,
2011109315,,,,,,,,,,,,
2011109316,,,,,,,,,,,,
2011109317,,,,,,,,,,,,
2011109318,,,,,,,,,,,,
2011109319,,,,,,,,,,,,
2011109320,,,,,,,,,,,,
2011109321,,,,,,,,,,,,
2011109322,,,,,,,,,,,,
2011109323,,,,,,,,,,,,
2011109324,,,,,,,,,,,,
2011109325,,,,,,,,,,,,
2011109326,,,,,,,,,,,,
2011109327,,,,,,,,,,,,
2011109328,,,,,,,,,,,,
2011109329,,,,,,,,,,,,
2011109330,,,,,,,,,,,,
2011109331,,,,,,,,,,,,
2011109332,,,,,,,,,,,,
2011109333,,,,,,,,,,,,
2011109334,,,,,,,,,,,,
2011109335,,,,,,,,,,,,
2011109336,,,,,,,,,,,,
2011109337,,,,,,,,,,,,
2011109338,,,,,,,,,,,,
2011109339,,,,,,,,,,,,
2011109340,,,,,,,,,,,,
2011109341,,,,,,,,,,,,
2011109342,,,,,,,,,,,,
2011109343,,,,,,,,,,,,
2011109344,,,,,,,,,,,,
2011109345,,,,,,,,,,,,
2011109346,,,,,,,,,,,,
2011109347,,,,,,,,,,,,
2011109348,,,,,,,,,,,,
2011109349,,,,,,,,,,,,
2011109350,,,,,,,,,,,,
2011109351,,,,,,,,,,,,
2011109352,,,,,,,,,,,,
2011109353,,,,,,,,,,,,
2011109354,,,,,,,,,,,,
2011109355,,,,,,,,,,,,
2011109356,,,,,,,,,,,,
2011109357,,,,,,,,,,,,
2011109358,,,,,,,,,,,,
2011109359,,,,,,,,,,,,
2011109360,,,,,,,,,,,,
2011109361,,,,,,,,,,,,
2011109362,,,,,,,,,,,,
2011109363,,,,,,,,,,,,
2011109364,,,,,,,,,,,,
2011109365,,,,,,,,,,,,
2011109366,,,,,,,,,,,,
2011109367,,,,,,,,,,,,
2011109368,,,,,,,,,,,,
2011109369,,,,,,,,,,,,
2011109370,,,,,,,,,,,,
2011109371,,,,,,,,,,,,
2011109372,,,,,,,,,,,,
2011109373,,,,,,,,,,,,
2011109374,,,,,,,,,,,,
2011109375,,,,,,,,,,,,
2011109376,,,,,,,,,,,,
2011109377,,,,,,,,,,,,
2011109378,,,,,,,,,,,,
2011109379,,,,,,,,,,,,
2011109380,,,,,,,,,,,,
2011109381,,,,,,,,,,,,
2011109382,,,,,,,,,,,,
2011109383,,,,,,,,,,,,
2011109384,,,,,,,,,,,,
2011109385,,,,,,,,,,,,
2011109386,,,,,,,,,,,,
2011109387,,,,,,,,,,,,
2011109388,,,,,,,,,,,,
2011109389,,,,,,,,,,,,
2011109390,,,,,,,,,,,,
2011109391,,,,,,,,,,,,
2011109392,,,,,,,,,,,,
2011109393,,,,,,,,,,,,
2011109394,,,,,,,,,,,,
2011109395,,,,,,,,,,,,
2011109396,,,,,,,,,,,,
2011109397,,,,,,,,,,,,
2011109398,,,,,,,,,,,,
2011109399,,,,,,,,,,,,
2011109400,,,,,,,,,,,,
2011109401,,,,,,,,,,,,
2011109402,,,,,,,,,,,,
2011109403,,,,,,,,,,,,
2011109404,,,,,,,,,,,,
2011109405,,,,,,,,,,,,
2011109406,,,,,,,,,,,,
2011109407,,,,,,,,,,,,
2011109408,,,,,,,,,,,,
2011109409,,,,,,,,,,,,
2011109410,,,,,,,,,,,,
2011109411,,,,,,,,,,,,
2011109412,,,,,,,,,,,,
2011109413,,,,,,,,,,,,
2011109414,,,,,,,,,,,,
2011109415,,,,,,,,,,,,
2011109416,,,,,,,,,,,,
2011109417,,,,,,,,,,,,
2011109418,,,,,,,,,,,,
2011109419,,,,,,,,,,,,
2011109420,,,,,,,,,,,,
2011109421,,,,,,,,,,,,
2011109422,,,,,,,,,,,,
2011109423,,,,,,,,,,,,
2011109424,,,,,,,,,,,,
2011109425,,,,,,,,,,,,
2011109426,,,,,,,,,,,,
2011109427,,,,,,,,,,,,
2011109428,,,,,,,,,,,,
2011109429,,,,,,,,,,,,
2011109430,,,,,,,,,,,,
2011109431,,,,,,,,,,,,
2011109432,,,,,,,,,,,,
2011109433,,,,,,,,,,,,
2011109434,,,,,,,,,,,,
2011109435,,,,,,,,,,,,
2011109436,,,,,,,,,,,,
2011109437,,,,,,,,,,,,
2011109438,,,,,,,,,,,,
2011109439,,,,,,,,,,,,
2011109440,,,,,,,,,,,,
2011109441,,,,,,,,,,,,
2011109442,,,,,,,,,,,,
2011109443,,,,,,,,,,,,
2011109444,,,,,,,,,,,,
2011109445,,,,,,,,,,,,
2011109446,,,,,,,,,,,,
2011109447,,,,,,,,,,,,
2011109448,,,,,,,,,,,,
2011109449,,,,,,,,,,,,
2011109450,,,,,,,,,,,,
2011109451,,,,,,,,,,,,
2011109452,,,,,,,,,,,,
2011109453,,,,,,,,,,,,
2011109454,,,,,,,,,,,,
2011109455,,,,,,,,,,,,
2011109456,,,,,,,,,,,,
2011109457,,,,,,,,,,,,
2011109458,,,,,,,,,,,,
2011109459,,,,,,,,,,,,
2011109460,,,,,,,,,,,,
2011109461,,,,,,,,,,,,
2011109462,,,,,,,,,,,,
2011109463,,,,,,,,,,,,
2011109464,,,,,,,,,,,,
2011109465,,,,,,,,,,,,
2011109466,,,,,,,,,,,,
2011109467,,,,,,,,,,,,
2011109468,,,,,,,,,,,,
2011109469,,,,,,,,,,,,
2011109470,,,,,,,,,,,,
2011109471,,,,,,,,,,,,
2011109472,,,,,,,,,,,,
2011109473,,,,,,,,,,,,
2011109474,,,,,,,,,,,,
2011109475,,,,,,,,,,,,
2011109476,,,,,,,,,,,,
2011109477,,,,,,,,,,,,
2011109478,,,,,,,,,,,,
2011109479,,,,,,,,,,,,
2011109480,,,,,,,,,,,,
2011109481,,,,,,,,,,,,
2011109482,,,,,,,,,,,,
2011109483,,,,,,,,,,,,
2011109484,,,,,,,,,,,,
2011109485,,,,,,,,,,,,
2011109486,,,,,,,,,,,,
2011109487,,,,,,,,,,,,
2011109488,,,,,,,,,,,,
2011109489,,,,,,,,,,,,
2011109490,,,,,,,,,,,,
2011109491,,,,,,,,,,,,
2011109492,,,,,,,,,,,,
2011109493,,,,,,,,,,,,
2011109494,,,,,,,,,,,,
2011109495,,,,,,,,,,,,
2011109496,,,,,,,,,,,,
2011109497,,,,,,,,,,,,
2011109498,,,,,,,,,,,,
2011109499,,,,,,,,,,,,
2011109500,,,,,,,,,,,,
2011109501,,,,,,,,,,,,
2011109502,,,,,,,,,,,,
2011109503,,,,,,,,,,,,
2011109504,,,,,,,,,,,,
2011109505,,,,,,,,,,,,
2011109506,,,,,,,,,,,,
2011109507,,,,,,,,,,,,
2011109508,,,,,,,,,,,,
2011109509,,,,,,,,,,,,
2011109510,,,,,,,,,,,,
2011109511,,,,,,,,,,,,
2011109512,,,,,,,,,,,,
2011109513,,,,,,,,,,,,
2011109514,,,,,,,,,,,,
2011109515,,,,,,,,,,,,
2011109516,,,,,,,,,,,,
2011109517,,,,,,,,,,,,
2011109518,,,,,,,,,,,,
2011109519,,,,,,,,,,,,
2011109520,,,,,,,,,,,,
2011109521,,,,,,,,,,,,
2011109522,,,,,,,,,,,,
2011109523,,,,,,,,,,,,
2011109524,,,,,,,,,,,,
2011109525,,,,,,,,,,,,
2011109526,,,,,,,,,,,,
2011109527,,,,,,,,,,,,
2011109528,,,,,,,,,,,,
2011109529,,,,,,,,,,,,
2011109530,,,,,,,,,,,,
2011109531,,,,,,,,,,,,
2011109532,,,,,,,,,,,,
2011109533,,,,,,,,,,,,
2011109534,,,,,,,,,,,,
2011109535,,,,,,,,,,,,
2011109536,,,,,,,,,,,,
2011109537,,,,,,,,,,,,
2011109538,,,,,,,,,,,,
2011109539,,,,,,,,,,,,
2011109540,,,,,,,,,,,,
2011109541,,,,,,,,,,,,
2011109542,,,,,,,,,,,,
2011109543,,,,,,,,,,,,
2011109544,,,,,,,,,,,,
2011109545,,,,,,,,,,,,
2011109546,,,,,,,,,,,,
2011109547,,,,,,,,,,,,
2011109548,,,,,,,,,,,,
2011109549,,,,,,,,,,,,
2011109550,,,,,,,,,,,,
2011109551,,,,,,,,,,,,
2011109552,,,,,,,,,,,,
2011109553,,,,,,,,,,,,
2011109554,,,,,,,,,,,,
2011109555,,,,,,,,,,,,
2011109556,,,,,,,,,,,,
2011109557,,,,,,,,,,,,
2011109558,,,,,,,,,,,,
2011109559,,,,,,,,,,,,
2011109560,,,,,,,,,,,,
2011109561,,,,,,,,,,,,
2011109562,,,,,,,,,,,,
2011109563,,,,,,,,,,,,
2011109564,,,,,,,,,,,,
2011109565,,,,,,,,,,,,
2011109566,,,,,,,,,,,,
2011109567,,,,,,,,,,,,
2011109568,,,,,,,,,,,,
2011109569,,,,,,,,,,,,
2011109570,,,,,,,,,,,,
2011109571,,,,,,,,,,,,
2011109572,,,,,,,,,,,,
2011109573,,,,,,,,,,,,
2011109574,,,,,,,,,,,,
2011109575,,,,,,,,,,,,
2011109576,,,,,,,,,,,,
2011109577,,,,,,,,,,,,
2011109578,,,,,,,,,,,,
2011109579,,,,,,,,,,,,
2011109580,,,,,,,,,,,,
2011109581,,,,,,,,,,,,
2011109582,,,,,,,,,,,,
2011109583,,,,,,,,,,,,
2011109584,,,,,,,,,,,,
2011109585,,,,,,,,,,,,
2011109586,,,,,,,,,,,,
2011109587,,,,,,,,,,,,
2011109588,,,,,,,,,,,,
2011109589,,,,,,,,,,,,
2011109590,,,,,,,,,,,,
2011109591,,,,,,,,,,,,
2011109592,,,,,,,,,,,,
2011109593,,,,,,,,,,,,
2011109594,,,,,,,,,,,,
2011109595,,,,,,,,,,,,
2011109596,,,,,,,,,,,,
2011109597,,,,,,,,,,,,
2011109598,,,,,,,,,,,,
2011109599,,,,,,,,,,,,
2011109600,,,,,,,,,,,,
2011109601,,,,,,,,,,,,
2011109602,,,,,,,,,,,,
2011109603,,,,,,,,,,,,
2011109604,,,,,,,,,,,,
2011109605,,,,,,,,,,,,
2011109606,,,,,,,,,,,,
2011109607,,,,,,,,,,,,
2011109608,,,,,,,,,,,,
2011109609,,,,,,,,,,,,
2011109610,,,,,,,,,,,,
2011109611,,,,,,,,,,,,
2011109612,,,,,,,,,,,,
2011109613,,,,,,,,,,,,
2011109614,,,,,,,,,,,,
2011109615,,,,,,,,,,,,
2011109616,,,,,,,,,,,,
2011109617,,,,,,,,,,,,
2011109618,,,,,,,,,,,,
2011109619,,,,,,,,,,,,
2011109620,,,,,,,,,,,,
2011109621,,,,,,,,,,,,
2011109622,,,,,,,,,,,,
2011109623,,,,,,,,,,,,
2011109624,,,,,,,,,,,,
2011109625,,,,,,,,,,,,
2011109626,,,,,,,,,,,,
2011109627,,,,,,,,,,,,
2011109628,,,,,,,,,,,,
2011109629,,,,,,,,,,,,
2011109630,,,,,,,,,,,,
2011109631,,,,,,,,,,,,
2011109632,,,,,,,,,,,,
2011109633,,,,,,,,,,,,
2011109634,,,,,,,,,,,,
2011109635,,,,,,,,,,,,
2011109636,,,,,,,,,,,,
2011109637,,,,,,,,,,,,
2011109638,,,,,,,,,,,,
2011109639,,,,,,,,,,,,
2011109640,,,,,,,,,,,,
2011109641,,,,,,,,,,,,
2011109642,,,,,,,,,,,,
2011109643,,,,,,,,,,,,
2011109644,,,,,,,,,,,,
2011109645,,,,,,,,,,,,
2011109646,,,,,,,,,,,,
2011109647,,,,,,,,,,,,
2011109648,,,,,,,,,,,,
2011109649,,,,,,,,,,,,
2011109650,,,,,,,,,,,,
2011109651,,,,,,,,,,,,
2011109652,,,,,,,,,,,,
2011109653,,,,,,,,,,,,
2011109654,,,,,,,,,,,,
2011109655,,,,,,,,,,,,
2011109656,,,,,,,,,,,,
2011109657,,,,,,,,,,,,
2011109658,,,,,,,,,,,,
2011109659,,,,,,,,,,,,
2011109660,,,,,,,,,,,,
2011109661,,,,,,,,,,,,
2011109662,,,,,,,,,,,,
2011109663,,,,,,,,,,,,
2011109664,,,,,,,,,,,,
2011109665,,,,,,,,,,,,
2011109666,,,,,,,,,,,,
2011109667,,,,,,,,,,,,
2011109668,,,,,,,,,,,,
2011109669,,,,,,,,,,,,
2011109670,,,,,,,,,,,,
2011109671,,,,,,,,,,,,
2011109672,,,,,,,,,,,,
2011109673,,,,,,,,,,,,
2011109674,,,,,,,,,,,,
2011109675,,,,,,,,,,,,
2011109676,,,,,,,,,,,,
2011109677,,,,,,,,,,,,
2011109678,,,,,,,,,,,,
2011109679,,,,,,,,,,,,
2011109680,,,,,,,,,,,,
2011109681,,,,,,,,,,,,
2011109682,,,,,,,,,,,,
2011109683,,,,,,,,,,,,
2011109684,,,,,,,,,,,,
2011109685,,,,,,,,,,,,
2011109686,,,,,,,,,,,,
2011109687,,,,,,,,,,,,
2011109688,,,,,,,,,,,,
2011109689,,,,,,,,,,,,
2011109690,,,,,,,,,,,,
2011109691,,,,,,,,,,,,
2011109692,,,,,,,,,,,,
2011109693,,,,,,,,,,,,
2011109694,,,,,,,,,,,,
2011109695,,,,,,,,,,,,
2011109696,,,,,,,,,,,,
2011109697,,,,,,,,,,,,
2011109698,,,,,,,,,,,,
2011109699,,,,,,,,,,,,
2011109700,,,,,,,,,,,,
2011109701,,,,,,,,,,,,
2011109702,,,,,,,,,,,,
2011109703,,,,,,,,,,,,
2011109704,,,,,,,,,,,,
2011109705,,,,,,,,,,,,
2011109706,,,,,,,,,,,,
2011109707,,,,,,,,,,,,
2011109708,,,,,,,,,,,,
2011109709,,,,,,,,,,,,
2011109710,,,,,,,,,,,,
2011109711,,,,,,,,,,,,
2011109712,,,,,,,,,,,,
2011109713,,,,,,,,,,,,
2011109714,,,,,,,,,,,,
2011109715,,,,,,,,,,,,
2011109716,,,,,,,,,,,,
2011109717,,,,,,,,,,,,
2011109718,,,,,,,,,,,,
2011109719,,,,,,,,,,,,
2011109720,,,,,,,,,,,,
2011109721,,,,,,,,,,,,
2011109722,,,,,,,,,,,,
2011109723,,,,,,,,,,,,
2011109724,,,,,,,,,,,,
2011109725,,,,,,,,,,,,
2011109726,,,,,,,,,,,,
2011109727,,,,,,,,,,,,
2011109728,,,,,,,,,,,,
2011109729,,,,,,,,,,,,
2011109730,,,,,,,,,,,,
2011109731,,,,,,,,,,,,
2011109732,,,,,,,,,,,,
2011109733,,,,,,,,,,,,
2011109734,,,,,,,,,,,,
2011109735,,,,,,,,,,,,
2011109736,,,,,,,,,,,,
2011109737,,,,,,,,,,,,
2011109738,,,,,,,,,,,,
2011109739,,,,,,,,,,,,
2011109740,,,,,,,,,,,,
2011109741,,,,,,,,,,,,
2011109742,,,,,,,,,,,,
2011109743,,,,,,,,,,,,
2011109744,,,,,,,,,,,,
2011109745,,,,,,,,,,,,
2011109746,,,,,,,,,,,,
2011109747,,,,,,,,,,,,
2011109748,,,,,,,,,,,,
2011109749,,,,,,,,,,,,
2011109750,,,,,,,,,,,,
2011109751,,,,,,,,,,,,
2011109752,,,,,,,,,,,,
2011109753,,,,,,,,,,,,
2011109754,,,,,,,,,,,,
2011109755,,,,,,,,,,,,
2011109756,,,,,,,,,,,,
2011109757,,,,,,,,,,,,
2011109758,,,,,,,,,,,,
2011109759,,,,,,,,,,,,
